@relation phoneme

@attribute Ao numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
1.135,-0.505,0.859,1
0.699,0.797,0,1
0.635,0.453,0.944,1
1.302,-0.408,-0.14,1
0.685,2.078,-0.9,1
1.09,1.063,1.043,1
0.656,1.737,0.847,1
0.758,1.905,-0.85,1
0.953,1.066,-0.639,1
0.501,-1.14,0,1
0.714,0.353,0.9,1
0.811,2.122,0,1
1.385,1.338,-0.361,1
2.573,0.344,0.194,1
0.755,0.942,1.499,1
0.617,1.338,0.705,1
0.653,0.62,0.753,1
0.534,1.3,0.761,1
0.416,2.056,-0.688,1
0.614,0.449,0,1
1.958,0.615,1.069,1
2.23,-0.333,-0.157,1
0.158,0.547,-0.672,1
1.247,-0.623,-0.281,1
1.046,0.982,-0.332,1
0.686,0.775,0.733,1
0.325,1.941,1.284,1
0.383,0.673,0.845,1
0.397,0.683,0,1
0.457,1.601,1.48,1
0.626,2.22,0,1
1.709,0.695,1.08,1
1.093,-0.687,0,1
0.487,1.094,-0.397,1
-0.341,-0.623,0,1
1.226,1.086,0.689,1
0.443,0.65,0.758,1
0.523,1.885,0,1
2.762,-0.25,-0.149,1
2.617,0.653,0.542,1
0.408,-0.56,0.432,1
0.599,1.921,-0.636,1
0.852,-0.463,0.378,1
1.849,-0.181,-0.116,1
0.86,0.658,-0.263,1
1.085,-0.596,-0.31,1
0.772,-0.608,0.365,1
0.676,0.924,0,1
2.046,1.252,-0.456,1
0.478,1,0.602,1
3.057,0.59,-0.255,1
2.371,0.602,0.86,1
2.218,-0.313,-0.166,1
0.673,1.307,0,1
0.312,0.351,0.922,1
1.203,0.804,0.999,1
1.641,-0.367,-0.153,1
1.8,1.553,-0.374,1
0.58,1.108,-0.776,1
0.411,0.959,-1.005,1
0.425,1.953,1.493,1
1.881,1.629,-0.476,1
1.076,0.786,-0.379,1
0.809,1.196,0.839,1
0.794,0.913,1.411,1
0.532,1.36,-0.487,1
0.297,1.412,1.812,1
0.614,2.237,-0.765,1
0.682,1.165,1.541,1
1.176,1.356,-0.58,1
0.734,1.698,-1.012,1
0.561,0.762,0,1
0.665,1.111,0.659,1
0.38,1.64,0.998,1
1.229,0.608,1.533,1
0.847,2.094,-0.621,1
1.545,0.576,1.144,1
0.891,2.313,0,1
2.574,-0.413,-0.177,1
0.718,1.253,0,1
0.89,-0.668,-0.373,1
1.352,0.861,0.854,1
1.25,0.383,0.816,1
1.904,-0.309,-0.273,1
0.896,0.937,-0.23,1
0.582,1.101,-0.482,1
0.984,-1.032,-0.825,1
0.573,1.495,-0.636,1
0.627,2.078,-0.564,1
0.591,0.632,1.286,1
