@relation phoneme

@attribute Ao numeric
@attribute Dcl numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.49,0.542,1.816,1
0.37,0.738,0.929,1
0.817,2.021,-0.679,1
2.381,1.223,-0.348,1
0.623,0.993,2.13,1
0.355,0.744,1.934,1
2.509,1.087,-0.212,1
0.562,2.09,0.839,1
1.149,0.981,0.662,1
1.628,2.083,0.694,1
0.391,0.778,2.21,1
0.591,0.939,0.909,1
0.727,1.28,0.778,1
0.609,0.58,1.347,1
2.371,1.326,0.602,1
1.026,1.205,1.809,1
0.924,1.97,-0.625,1
2.258,1.171,1.007,1
0.498,0.84,0.849,1
3.147,1.699,-0.41,1
0.357,1.871,1.133,1
1.25,0.793,0.383,1
0.794,0.66,2.03,1
2.502,1.043,-0.343,1
1.435,1.551,-0.378,1
1.429,0.88,1.151,1
1,1.738,1.238,1
0.872,2.363,-0.585,1
1.035,1.066,0.84,1
0.412,0.517,1.09,1
0.77,0.527,1.142,1
0.658,1.056,0.616,1
1.04,1.75,0.703,1
1.598,2.13,0.708,1
0.58,1.967,1.264,1
0.351,0.358,1.423,1
0.607,1.774,0.993,1
0.623,2.162,0.915,1
0.433,1.557,0.719,1
1.666,1.936,1.432,1
1.273,1.002,0.733,1
0.863,1.595,0.915,1
1.057,0.645,1.318,1
0.508,0.883,-0.698,1
0.601,2.278,-0.771,1
1.042,2.066,-0.652,1
1.233,2.04,-0.547,1
0.709,1.048,1.3,1
0.383,-0.446,0.673,1
0.458,1.856,1.602,1
0.618,1.84,1.067,1
2.302,-0.412,-0.137,1
1.624,1.716,1.028,1
2.372,1.134,-0.324,1
0.62,1.14,1.164,1
0.874,1.714,0.641,1
0.764,0.892,1.241,1
1.133,1.896,-0.601,1
0.755,1.611,0.942,1
0.662,2.77,-0.607,1
0.485,-0.671,-0.982,1
0.661,2.467,1.153,1
0.698,0.508,0.776,1
0.629,1.867,0.911,1
0.926,1.236,2.243,1
0.561,0.927,0,1
0.949,1.6,-0.418,1
1.471,1.614,1.503,1
0.715,0.781,2.231,1
0.82,1.077,1.064,1
0.832,2.618,1.274,1
0.915,0.777,1.984,1
3.149,-0.747,0.85,1
0.958,0.713,2.169,1
1.665,1.079,-0.371,1
0.67,2.206,0.839,1
0.768,0.322,0.546,1
0.509,1.364,1.578,1
1.212,1.154,0.432,1
0.422,0.463,1.517,1
0.435,0.622,1.844,1
1.401,1.688,1.137,1
1.176,0.888,0.714,1
1.183,1.79,-0.473,1
0.611,1.954,-0.61,1
2.86,0.927,1.081,1
2.64,0.721,0.803,1
0.938,1.674,-0.78,1
0.524,1.13,1.935,1
0.499,0.678,1.597,1
0.544,0.494,0.468,1
0.964,0.848,-0.477,1
1.179,0.639,0.92,1
0.325,0.7,1.941,1
0.869,1.597,2.632,1
0.798,1.355,0.796,1
0.573,2.07,1.39,1
0.753,1.935,0.942,1
1.125,0.832,1.147,1
0.499,0.744,1.58,1
0.745,0.766,1.225,1
0.587,0.56,1.021,1
1.067,1.781,1.328,1
0.396,2.035,-0.54,1
2.944,0.652,0.78,1
0.594,1.341,0.676,1
0.497,0.616,1.917,1
0.827,1.318,0.986,1
-0.088,0.197,-0.326,1
0.782,0.408,1.563,1
0.494,1.73,0.887,1
2.706,0.894,0.903,1
0.714,0.53,0.353,1
1.106,0.792,2.263,1
0.671,1.702,1.233,1
2.441,1.525,0.436,1
0.71,2.024,1.498,1
2.367,1.052,0.751,1
