@relation satimage

@attribute Sp17 numeric
@attribute Sp18 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp43 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
109,112,32,109,112,43,32,103,40,107,42,113,42,30,42,32,109,2
128,135,29,128,132,44,34,129,44,125,46,125,46,34,49,34,125,2
114,116,40,110,113,47,37,119,44,119,47,120,47,37,47,37,105,2
125,135,31,125,128,46,31,125,46,121,44,125,44,34,48,37,121,2
118,128,29,122,139,51,45,112,44,146,56,63,56,49,52,43,100,2
88,66,79,88,66,63,73,83,59,98,53,108,47,40,42,37,129,2
113,103,83,100,78,48,37,121,63,96,49,118,49,34,49,34,125,2
130,139,32,119,127,44,31,136,44,133,50,102,47,40,44,31,135,2
112,122,34,122,125,46,40,109,49,113,44,111,47,46,53,49,101,2
106,113,34,106,116,46,34,107,43,114,55,108,44,32,44,34,112,2
104,118,34,104,114,42,30,120,46,116,50,115,47,34,44,31,119,2
97,79,88,105,83,47,37,122,50,90,47,124,50,43,53,55,91,2
96,78,48,71,59,44,32,116,51,71,43,133,43,27,43,29,133,2
125,135,31,131,139,43,31,135,46,132,48,129,48,37,44,34,129,2
128,135,31,128,135,48,34,129,48,125,46,140,46,32,46,32,125,2
100,107,36,104,114,44,32,112,44,112,74,85,59,49,46,32,114,2
139,146,32,134,141,46,32,144,46,144,42,142,46,32,46,32,142,2
139,146,29,134,146,43,32,144,43,144,56,120,42,32,42,34,142,2
78,65,55,82,68,53,48,85,53,96,48,104,48,37,51,32,108,2
131,135,31,125,135,46,31,135,46,143,44,137,44,32,44,34,146,2
110,113,37,105,113,44,34,119,44,111,47,113,47,37,50,40,105,2
119,124,37,130,131,44,31,140,44,143,47,135,50,31,47,31,135,2
118,125,48,108,107,44,32,125,44,129,52,114,49,40,46,34,133,2
110,124,32,119,135,44,31,136,44,140,53,113,50,31,47,31,131,2
105,104,43,101,97,60,66,79,68,72,68,70,71,83,71,83,63,2
139,143,29,133,139,48,37,129,44,137,49,118,52,43,49,37,122,2
129,143,34,124,143,44,31,142,44,139,43,143,46,29,46,31,135,2
104,107,32,104,114,49,37,98,52,101,53,101,53,49,60,56,83,2
122,128,31,122,132,41,27,129,41,133,43,151,43,27,43,27,133,2
83,70,57,83,78,63,54,92,48,104,66,63,70,79,74,87,78,2
112,114,34,122,125,46,34,131,42,131,42,133,44,34,44,37,136,2
72,57,63,68,53,53,53,76,60,55,44,116,44,37,53,52,57,2
130,142,30,124,135,44,34,143,44,143,44,146,44,31,44,31,139,2
96,83,99,104,83,46,34,125,49,114,46,131,42,34,46,34,131,2
124,136,37,119,133,57,55,102,60,87,68,70,71,75,68,71,59,2
101,76,102,110,83,64,73,83,84,83,46,132,50,51,71,87,81,2
105,105,32,124,135,44,43,111,50,111,44,120,47,40,50,43,102,2
122,121,36,122,125,44,34,129,44,129,46,122,46,32,46,29,129,2
110,115,37,101,101,47,37,109,41,113,40,110,40,31,43,31,114,2
104,121,34,118,132,44,29,133,44,133,59,107,46,43,49,49,118,2
123,125,58,104,92,46,34,125,49,125,46,127,46,34,46,37,127,2
122,125,34,117,125,49,40,113,46,120,47,104,53,49,50,53,101,2
115,120,37,120,124,46,36,125,46,121,44,121,48,34,51,37,112,2
105,109,30,101,109,44,34,104,47,97,53,94,60,66,68,77,72,2
133,136,32,127,136,46,32,139,42,135,44,140,44,34,44,34,136,2
105,115,29,114,129,50,46,102,44,120,43,117,50,42,50,48,96,2
118,125,34,123,125,52,34,122,49,118,49,116,49,37,46,37,116,2
106,83,102,106,83,50,51,103,71,81,48,129,48,37,59,58,92,2
109,87,111,109,92,74,79,81,86,85,52,109,67,70,79,95,75,2
106,102,55,102,91,68,71,70,71,63,67,54,67,72,67,72,54,2
127,144,32,133,144,56,42,120,42,146,78,76,63,63,47,37,133,2
117,122,34,122,118,49,37,116,46,116,47,111,47,40,50,40,115,2
110,139,30,114,135,44,31,133,44,133,44,128,44,31,44,31,131,2
93,80,63,97,90,50,40,128,47,135,46,146,46,31,46,31,146,2
118,125,34,118,129,46,32,122,46,125,46,139,46,30,46,32,127,2
133,146,31,139,146,44,32,154,44,150,52,122,46,29,49,32,151,2
108,103,34,127,144,71,77,79,56,120,78,80,78,88,63,63,90,2
104,92,45,113,114,48,37,121,51,104,43,133,46,29,46,32,136,2
105,122,31,110,129,47,34,116,44,124,46,107,43,36,46,34,121,2
131,135,31,125,128,50,34,135,43,135,48,116,51,42,55,37,116,2
130,142,32,135,142,44,34,143,44,143,47,142,44,31,47,31,139,2
119,133,56,105,97,41,31,139,44,120,43,135,43,31,46,34,132,2
131,135,34,125,135,43,31,146,43,143,44,154,44,29,44,29,150,2
145,150,29,139,150,49,32,151,46,151,46,139,42,30,42,30,150,2
128,135,31,133,143,44,32,141,44,146,63,103,46,34,43,32,144,2
125,135,31,131,135,46,31,143,43,143,44,146,44,29,44,34,146,2
112,114,71,104,89,42,30,135,46,124,44,133,44,31,44,29,136,2
128,135,31,128,132,44,37,129,48,133,46,125,46,32,49,34,129,2
111,91,98,111,91,53,75,92,64,88,44,129,48,34,51,58,104,2
128,129,37,123,125,46,32,133,46,125,46,135,46,32,46,34,131,2
122,129,49,108,100,59,60,83,63,64,67,58,67,67,60,67,55,2
96,100,40,92,92,46,32,120,49,101,42,126,42,27,44,34,122,2
119,126,43,110,115,44,31,131,50,113,46,135,46,36,46,39,121,2
119,127,28,119,127,44,34,115,47,101,47,113,47,37,41,34,113,2
96,103,36,104,121,51,45,125,44,133,66,100,59,79,46,43,122,2
114,135,30,110,139,44,31,133,44,133,47,128,44,34,44,31,131,2
104,108,37,104,112,46,32,111,43,114,59,113,46,32,46,32,116,2
90,79,73,98,83,68,75,78,64,78,63,71,67,75,67,72,58,2
123,133,37,118,133,46,43,122,49,118,67,98,56,70,52,54,105,2
119,135,37,114,124,53,56,97,60,73,68,65,64,73,68,69,54,2
120,120,73,106,83,46,34,132,50,103,48,133,48,32,48,37,125,2
115,128,31,111,131,60,64,99,53,114,67,92,67,87,63,79,87,2
109,96,95,100,79,49,34,125,52,107,46,116,46,37,52,45,109,2
136,142,31,136,139,46,29,139,46,135,48,129,44,32,44,32,129,2
113,125,58,113,104,46,32,133,46,133,46,139,42,32,42,30,139,2
89,69,88,93,76,64,69,83,57,109,56,92,53,45,46,34,146,2
125,139,31,125,139,43,31,135,43,132,48,129,44,34,44,32,125,2
108,121,31,104,125,41,37,116,41,121,46,114,46,32,46,34,107,2
104,103,37,117,122,49,40,116,52,105,44,129,44,37,44,43,111,2
129,140,34,124,133,44,31,135,47,135,46,143,46,31,43,31,143,2
85,71,75,96,79,56,49,100,49,114,46,127,46,32,46,34,131,2
133,139,31,133,139,44,27,146,44,141,46,151,46,29,46,29,147,2
134,141,32,134,137,46,32,144,46,136,46,142,46,32,46,32,139,2
105,97,92,101,76,44,40,120,64,83,43,132,46,34,50,51,103,2
83,78,48,91,85,48,37,104,48,104,70,70,74,87,63,56,100,2
112,118,34,112,118,42,34,120,46,116,44,133,44,31,47,34,126,2
104,111,32,104,114,46,32,116,46,116,74,94,53,43,50,34,115,2
119,127,32,105,113,47,37,101,50,104,47,109,41,34,44,29,120,2
127,129,32,127,133,46,32,135,46,131,44,136,44,34,44,34,133,2
109,112,37,104,116,46,32,114,46,107,75,94,56,42,46,34,105,2
134,137,34,128,133,46,32,136,46,136,46,139,46,32,42,34,135,2
119,126,31,124,133,44,29,135,47,135,64,96,46,36,46,31,135,2
114,120,37,105,116,50,43,108,44,111,80,72,64,62,60,59,91,2
110,119,29,114,126,47,34,113,50,113,40,128,43,31,50,45,99,2
110,133,29,114,136,44,31,131,47,124,46,114,50,48,50,57,96,2
104,96,36,122,139,71,83,79,55,108,82,81,82,91,78,83,74,2
133,139,31,133,139,44,32,141,44,137,78,78,63,56,49,34,129,2
118,132,51,113,103,48,32,129,48,125,49,129,46,34,46,34,125,2
100,85,39,118,132,75,87,75,63,100,82,78,82,96,82,100,85,2
100,107,29,104,107,42,32,109,42,109,44,115,44,34,47,43,97,2
109,112,64,93,75,46,32,122,52,92,52,98,59,63,67,70,64,2
108,121,31,104,117,44,29,121,44,121,43,114,46,34,46,34,114,2
122,135,29,133,135,51,42,104,55,116,43,129,49,34,56,49,100,2
101,127,30,110,127,44,31,129,42,126,47,116,44,31,44,29,128,2
134,141,32,134,137,46,29,147,46,140,42,150,42,30,46,30,135,2
113,112,37,113,116,49,34,111,46,114,49,116,52,40,49,37,113,2
100,79,107,109,87,52,49,107,74,81,46,113,52,45,67,70,83,2
105,79,73,101,90,53,49,108,47,126,76,83,53,40,44,29,135,2
113,132,29,113,128,44,32,125,41,129,46,107,46,32,46,27,129,2
138,144,32,138,144,46,32,142,46,142,44,143,44,34,44,31,143,2
110,111,31,124,136,50,43,102,47,120,46,125,50,39,50,45,107,2
122,125,32,127,133,42,32,135,42,139,44,140,44,34,44,34,136,2
133,150,31,139,143,48,32,141,44,137,46,144,46,32,46,32,136,2
118,112,40,113,112,46,34,111,49,111,49,116,49,37,52,40,113,2
78,65,49,78,73,44,37,98,41,113,46,107,43,31,40,29,121,2
105,94,92,101,80,50,40,109,64,79,50,125,50,36,53,51,103,2
124,131,32,124,139,47,37,122,44,136,64,83,57,55,57,55,102,2
114,122,63,97,90,50,43,109,53,91,56,88,56,61,56,64,85,2
104,81,103,108,88,59,58,92,79,79,46,125,49,37,49,43,111,2
114,129,37,119,129,47,34,124,44,120,50,121,50,36,50,36,121,2
104,83,95,100,83,46,46,114,56,89,42,139,42,30,46,34,124,2
106,109,34,115,113,40,31,107,43,114,44,100,44,32,44,34,104,2
97,83,60,110,98,47,40,122,42,129,47,135,47,34,44,34,131,2
122,133,32,122,129,52,37,124,52,105,53,97,60,63,67,71,58,2
106,83,111,111,91,71,87,81,88,88,48,125,59,58,79,91,79,2
90,90,37,110,116,47,37,115,42,129,44,102,50,46,44,31,120,2
124,139,32,135,139,44,34,136,44,140,47,135,44,34,47,34,139,2
133,132,31,128,135,44,34,129,44,129,46,125,46,34,46,32,129,2
111,128,34,115,128,50,36,128,43,128,63,87,59,68,55,61,96,2
125,128,34,125,135,46,31,143,46,146,44,137,41,32,44,32,154,2
123,129,29,118,129,46,29,129,43,133,46,127,42,34,52,37,124,2
102,79,98,102,79,53,51,103,71,78,48,125,48,37,63,58,96,2
98,87,77,90,79,68,79,81,68,78,71,71,63,68,67,75,62,2
82,83,43,97,101,44,29,124,44,113,43,139,43,29,43,29,128,2
106,98,37,102,113,71,87,81,60,103,75,71,75,83,75,79,83,2
123,133,37,118,125,46,34,129,49,133,42,135,46,32,46,32,131,2
104,116,32,104,121,46,32,107,46,107,56,113,46,34,49,37,98,2
113,103,87,104,81,48,37,125,59,92,46,129,46,34,49,37,125,2
115,120,40,111,109,50,34,125,50,128,48,125,48,37,48,34,125,2
120,131,31,120,128,46,34,128,46,125,44,129,44,32,48,29,125,2
124,136,31,124,133,44,31,139,44,135,46,139,43,31,43,31,135,2
124,131,34,130,131,44,34,136,42,129,44,139,44,31,44,31,131,2
122,125,34,113,114,51,40,100,59,83,56,100,63,56,66,63,70,2
127,133,32,122,125,46,32,131,46,131,44,143,44,34,42,34,129,2
104,104,34,104,104,43,32,107,43,107,49,101,46,32,39,30,113,2
139,154,29,145,150,46,29,151,49,151,52,109,46,40,42,30,157,2
112,133,32,112,133,42,32,135,42,139,44,140,44,31,44,31,133,2
122,128,29,122,128,41,27,137,41,129,46,133,43,27,43,27,147,2
112,107,79,100,81,52,45,109,67,83,60,94,70,79,78,92,76,2
97,105,48,90,98,63,71,73,70,73,72,72,76,94,76,98,76,2
128,129,37,123,125,46,34,129,46,125,46,131,46,37,46,34,124,2
109,104,32,109,112,43,32,107,43,103,39,113,42,30,42,30,116,2
100,100,32,104,104,49,40,92,43,107,46,120,49,40,46,32,113,2
104,103,51,100,92,63,64,67,67,62,66,70,66,71,70,71,59,2
113,129,37,109,112,43,29,129,46,122,52,105,52,48,59,63,75,2
109,104,37,113,116,49,34,129,56,100,52,105,59,60,63,66,64,2
122,133,27,117,129,42,30,135,42,127,44,140,44,29,44,34,115,2
117,129,34,122,129,46,34,131,46,127,44,126,47,37,47,34,126,2
85,76,60,74,55,44,37,94,53,57,43,128,40,31,46,42,78,2
128,132,34,128,135,48,34,133,48,133,46,136,46,32,49,32,133,2
125,135,34,125,135,46,36,139,46,135,71,79,55,51,44,37,137,2
122,136,40,112,114,42,34,135,46,131,44,136,44,34,44,31,136,2
110,113,45,110,109,60,63,94,70,80,68,65,68,77,68,77,61,2
101,120,32,105,116,47,34,111,44,119,50,113,44,34,47,34,113,2
115,128,31,115,131,43,36,128,46,114,59,92,55,61,55,64,92,2
106,113,37,106,109,40,31,110,40,107,48,100,44,29,44,32,104,2
127,133,29,122,125,42,32,139,42,127,50,111,44,31,44,31,133,2
101,113,32,101,116,74,79,94,53,115,72,72,76,85,68,66,98,2
97,101,37,101,108,44,29,113,44,116,43,135,43,29,43,29,128,2
105,111,46,105,104,60,59,91,64,87,84,74,71,83,68,79,81,2
114,129,29,119,136,44,31,120,44,124,50,96,50,48,46,36,107,2
117,114,67,104,85,46,34,131,52,105,44,136,44,34,44,34,133,2
124,143,34,119,136,44,31,139,44,135,46,139,46,31,46,31,132,2
119,131,37,130,127,47,37,126,47,126,44,124,47,34,47,37,124,2
122,121,45,108,103,48,37,125,48,112,46,129,49,32,46,32,129,2
124,143,34,129,143,44,29,146,44,142,50,128,43,31,46,29,139,2
139,143,31,133,146,41,32,150,44,154,52,114,52,37,46,29,151,2
130,135,32,124,139,44,34,133,44,136,44,135,47,31,44,34,139,2
124,133,34,119,133,44,34,135,44,135,43,139,43,31,43,31,135,2
117,125,34,112,122,46,37,116,46,109,50,108,44,40,47,46,104,2
119,136,31,124,140,44,31,124,44,120,50,96,46,36,43,31,107,2
138,140,29,127,133,46,32,135,42,139,44,111,50,43,44,31,136,2
114,133,37,114,122,47,37,124,50,109,50,96,56,61,56,61,85,2
133,144,32,133,136,46,32,142,46,139,44,143,44,34,44,34,140,2
122,132,34,122,128,44,34,129,44,125,43,140,46,29,46,29,125,2
128,137,32,139,150,52,40,114,52,122,42,135,46,37,52,45,109,2
133,151,27,127,147,46,30,142,42,146,42,129,42,29,44,31,140,2
135,142,32,130,142,44,31,143,44,140,44,142,47,31,47,31,139,2
89,87,37,105,115,44,37,102,50,102,40,121,43,31,50,42,96,2
104,116,40,96,96,40,29,122,43,125,46,116,46,32,42,32,127,2
122,135,29,122,128,41,27,146,41,137,52,100,46,29,43,27,151,2
131,135,31,125,135,43,31,135,43,135,44,137,48,34,48,37,125,2
118,112,37,118,112,46,34,114,46,111,46,116,49,34,49,37,116,2
118,121,36,118,128,48,40,112,48,116,46,111,49,34,46,37,114,2
119,127,32,119,131,44,34,136,42,133,44,135,44,31,44,34,135,2
102,87,73,102,94,43,36,121,43,132,51,125,44,29,44,37,133,2
110,98,45,119,116,42,37,129,44,136,47,135,44,34,44,34,135,2
110,115,34,129,143,50,40,113,50,116,46,132,46,39,53,45,103,2
104,81,104,108,85,75,84,79,87,83,47,115,57,60,82,92,80,2
122,125,29,122,129,46,32,127,42,135,47,133,53,43,53,56,97,2
119,116,37,119,127,44,34,136,44,136,44,131,44,34,44,31,139,2
88,70,60,96,81,49,45,116,46,127,42,129,44,34,44,34,136,2
111,113,37,111,105,50,39,103,56,92,59,83,63,64,67,75,62,2
124,135,32,119,135,44,34,136,44,136,44,139,44,31,47,34,135,2
135,139,32,130,135,44,34,140,44,140,44,139,47,34,47,31,139,2
131,139,31,131,139,46,31,139,46,139,48,137,44,32,44,32,137,2
108,117,29,108,121,48,37,112,44,121,46,111,43,32,46,34,118,2
131,139,34,136,139,43,29,143,46,150,44,146,44,32,48,32,141,2
96,83,58,104,100,56,53,107,49,125,49,131,46,34,42,32,135,2
124,139,30,119,131,44,37,136,47,133,57,98,57,55,60,69,87,2
122,118,34,117,122,46,37,116,46,116,47,111,50,40,53,46,111,2
127,133,32,122,133,42,32,139,42,135,44,136,44,34,44,31,140,2
100,107,31,108,117,48,34,108,48,112,46,114,46,32,43,32,114,2
122,132,42,96,78,41,27,133,44,116,43,147,43,27,43,27,129,2
139,146,31,139,143,44,29,150,44,150,46,151,49,32,46,29,151,2
112,118,43,104,103,49,34,124,49,116,44,129,44,34,44,37,129,2
105,104,49,101,101,64,69,87,68,79,71,78,68,79,68,75,78,2
111,87,98,111,91,46,48,107,53,92,44,125,44,32,48,34,125,2
131,131,34,120,135,43,31,139,46,139,44,150,44,27,44,29,141,2
100,92,53,108,107,49,37,131,46,135,44,140,44,34,44,31,140,2
114,136,31,110,140,50,31,128,47,131,60,92,60,64,53,51,114,2
82,72,46,94,94,53,48,96,46,128,55,67,55,51,51,45,112,2
106,105,43,106,102,64,61,81,68,70,67,62,67,72,67,72,58,2
133,139,31,128,135,44,32,137,48,129,46,147,46,29,46,32,133,2
111,109,40,125,128,46,34,146,46,143,51,104,44,37,41,32,150,2
72,57,60,72,60,53,53,83,50,101,47,116,44,29,44,29,113,2
119,131,34,119,131,44,34,133,44,136,44,135,44,31,47,31,139,2
70,65,53,82,83,47,34,116,44,124,46,128,43,29,43,29,135,2
139,143,31,133,139,44,29,150,44,146,49,151,46,29,46,29,151,2
118,125,34,118,121,48,34,112,51,112,46,118,46,34,46,34,111,2
117,122,34,117,125,46,37,116,46,113,50,115,53,46,60,63,94,2
122,129,34,122,125,46,37,127,46,124,47,126,47,34,47,34,126,2
112,118,34,112,114,46,34,116,49,116,44,122,47,34,47,37,122,2
111,116,29,115,124,43,29,139,43,135,51,112,44,29,41,27,146,2
97,113,34,93,105,70,67,94,53,101,72,76,72,85,64,73,72,2
105,116,32,105,109,44,29,115,44,104,47,116,53,49,60,66,79,2
133,143,31,133,139,44,32,133,48,129,49,129,46,34,46,32,125,2
104,110,34,100,107,55,48,108,44,112,70,74,74,83,59,49,107,2
93,72,81,86,64,67,75,80,57,90,57,109,50,40,47,34,135,2
122,129,32,122,133,42,34,135,52,124,53,119,53,56,60,63,73,2
114,120,32,130,146,63,63,90,47,133,80,76,72,81,57,49,113,2
104,125,29,113,132,41,32,121,44,125,46,107,46,34,46,32,114,2
110,116,30,124,142,42,29,129,42,136,50,102,44,31,44,31,124,2
118,129,37,123,129,46,34,125,46,129,46,131,49,34,46,34,124,2
101,79,99,105,83,57,60,94,82,80,44,120,50,40,64,69,79,2
104,100,32,104,114,71,81,83,59,113,67,65,70,84,74,79,94,2
110,119,37,105,111,47,37,105,50,105,50,103,56,51,64,61,81,2
131,139,31,131,135,46,34,132,43,135,48,125,44,34,44,37,129,2
128,135,36,128,132,48,32,133,48,133,46,136,49,32,46,34,129,2
119,139,30,135,157,50,43,115,44,143,44,131,50,40,50,46,116,2
105,111,40,110,111,50,40,105,53,102,56,92,64,61,68,71,70,2
119,126,34,114,126,47,37,124,44,120,46,125,46,34,43,36,121,2
112,111,37,117,114,52,40,113,49,113,47,119,44,34,44,37,111,2
136,139,31,125,139,46,31,139,43,135,44,133,48,32,44,34,129,2
114,122,34,114,126,47,31,128,47,124,50,135,43,29,46,31,125,2
104,96,34,117,129,75,81,79,56,105,93,90,89,102,67,71,80,2
112,129,32,117,125,49,37,120,46,116,67,80,50,43,44,40,111,2
122,129,37,112,118,46,34,127,49,124,44,133,44,37,44,34,129,2
114,126,40,114,115,44,37,124,44,120,46,128,46,34,50,34,125,2
124,136,34,119,133,41,31,135,41,139,46,132,43,31,43,31,132,2
118,125,36,118,128,48,37,125,48,125,49,118,52,34,49,34,118,2
114,129,34,114,129,47,34,124,47,124,46,121,50,36,50,36,121,2
134,146,27,134,137,46,29,133,43,151,59,90,52,37,46,30,142,2
91,78,83,87,70,63,64,75,71,67,46,122,52,43,66,67,59,2
128,129,32,128,125,46,29,133,46,125,46,135,42,32,42,32,127,2
101,116,32,101,116,53,43,115,50,115,76,79,68,66,50,37,113,2
133,139,31,128,135,48,32,129,44,129,46,129,46,32,46,34,122,2
104,114,29,113,114,44,34,104,44,104,43,107,43,29,43,32,107,2
100,81,91,112,89,49,51,101,56,79,44,136,44,29,47,37,122,2
97,90,84,97,80,53,55,91,57,72,56,85,56,64,60,64,81,2
119,131,34,119,127,44,34,133,44,129,47,135,44,31,47,34,124,2
108,88,99,113,88,51,58,104,59,83,46,133,46,32,46,46,114,2
100,83,64,85,67,66,63,70,66,59,67,57,63,70,63,70,53,2
131,135,31,120,131,46,31,132,46,128,44,129,44,34,44,32,125,2
133,135,31,128,132,44,32,137,48,133,46,136,46,32,46,32,136,2
104,110,31,104,107,44,29,100,44,104,49,100,49,40,43,32,107,2
119,140,34,124,140,47,31,139,47,139,46,139,46,31,46,31,143,2
100,100,29,100,100,46,29,122,49,100,42,127,46,30,46,32,120,2
98,91,69,98,87,71,83,78,68,81,84,83,71,79,63,68,71,2
123,129,34,123,133,46,32,129,49,129,49,131,46,34,46,34,131,2
134,137,32,134,137,46,32,136,46,136,46,142,46,32,46,32,139,2
114,140,31,114,133,47,34,128,44,128,53,114,50,36,43,36,128,2
124,135,37,119,131,44,34,136,44,136,47,135,44,31,44,31,135,2
134,137,27,123,129,43,27,151,43,147,52,116,46,30,42,30,146,2
117,129,34,117,129,46,34,124,46,131,44,129,44,34,47,37,126,2
101,90,37,119,133,72,81,76,57,113,80,78,84,91,68,68,85,2
84,63,79,88,66,63,77,72,63,83,57,90,53,49,47,40,122,2
123,129,37,118,121,43,32,133,46,136,42,139,42,32,46,32,139,2
109,112,37,104,100,40,32,107,43,107,42,116,42,32,42,30,109,2
115,124,34,115,120,50,36,121,50,121,48,121,48,34,44,34,129,2
131,142,31,131,139,43,29,143,46,139,63,100,48,34,44,32,141,2
113,116,40,104,100,56,49,100,63,74,59,83,63,66,67,70,57,2
97,75,99,105,83,53,56,97,74,76,41,139,44,40,64,73,83,2
111,128,31,106,124,40,29,132,40,128,41,121,44,32,41,29,129,2
110,98,84,101,79,47,40,115,57,94,44,124,44,37,50,40,109,2
135,150,29,124,143,44,31,142,44,146,53,103,50,36,43,31,143,2
129,140,34,124,136,44,31,139,44,139,46,143,46,31,43,31,135,2
119,127,37,119,124,47,34,122,47,126,44,120,47,37,44,37,124,2
119,133,37,114,129,44,31,128,47,124,46,125,46,34,50,36,121,2
117,125,32,117,122,46,34,131,46,139,50,101,47,37,44,37,136,2
118,116,42,109,104,43,32,129,49,129,52,124,52,48,59,60,83,2
138,151,32,138,151,46,40,139,42,157,44,126,50,43,44,34,143,2
119,131,34,119,131,44,37,136,44,136,44,135,47,31,41,31,135,2
110,124,51,101,101,44,29,136,44,133,44,131,47,31,47,37,124,2
118,121,37,118,121,49,34,125,46,125,49,113,46,37,46,34,131,2
101,101,37,110,122,64,73,83,57,98,68,78,64,75,68,75,70,2
133,143,29,133,143,44,34,146,44,141,43,144,46,32,46,32,144,2
130,131,34,130,135,44,34,143,44,140,50,135,47,31,44,31,135,2
104,100,45,113,116,49,37,125,43,133,46,135,42,32,42,32,139,2
82,68,46,90,83,53,45,96,46,107,48,104,51,32,48,34,108,2
104,78,100,108,85,71,77,75,83,83,44,133,53,56,74,92,76,2
133,146,31,139,143,44,37,137,41,150,46,136,52,40,52,37,122,2
105,115,46,110,111,64,69,79,68,65,71,63,68,75,64,68,56,2
105,113,37,110,116,44,37,111,47,111,47,105,50,40,53,43,102,2
96,74,68,100,88,51,45,116,44,129,49,125,43,32,43,34,133,2
113,114,34,133,146,51,45,104,44,137,46,136,46,32,52,40,114,2
130,146,34,130,142,47,37,133,44,143,72,76,57,49,47,31,142,2
96,74,91,96,70,67,72,83,59,100,66,92,56,53,49,37,125,2
127,133,34,127,133,42,32,139,42,139,44,133,44,34,44,34,140,2
101,80,102,105,83,64,69,79,80,79,50,128,53,51,71,83,78,2
122,121,36,118,125,44,32,121,48,112,46,118,46,34,46,34,114,2
125,139,34,125,135,43,29,132,46,125,44,129,44,32,44,34,121,2
112,111,34,112,111,49,37,116,52,113,47,122,47,37,44,34,119,2
123,125,37,118,125,49,34,118,52,122,49,113,49,37,49,37,116,2
104,100,37,123,129,49,37,118,52,103,46,127,49,34,49,40,116,2
133,136,32,133,136,46,32,139,46,139,44,140,44,34,44,34,140,2
130,127,34,124,124,47,34,126,47,126,47,120,47,37,44,34,120,2
104,107,31,104,107,44,34,100,48,100,43,125,46,29,49,40,100,2
123,129,32,118,125,46,34,122,49,125,46,116,46,40,49,40,113,2
101,104,40,93,94,44,29,120,47,105,43,114,43,29,43,29,114,2
125,135,31,131,135,46,31,135,46,135,55,108,44,37,44,32,141,2
104,114,34,108,121,44,34,112,41,116,59,107,46,32,46,32,107,2
104,92,91,100,79,49,37,125,49,111,46,124,46,37,46,37,124,2
86,72,73,97,83,53,49,108,47,122,47,135,47,34,47,34,135,2
108,129,32,108,122,52,48,98,59,75,63,73,70,84,74,88,73,2
112,118,34,117,122,49,37,116,49,116,44,111,47,40,47,40,111,2
115,124,29,106,113,43,29,135,43,128,44,146,41,27,41,27,137,2
118,128,39,108,114,55,61,96,55,92,66,85,63,71,59,67,96,2
113,116,34,128,129,43,32,133,43,133,42,135,42,32,42,32,139,2
138,144,32,138,144,42,34,142,46,142,47,133,44,34,44,34,143,2
101,101,73,97,79,44,29,133,47,122,47,124,47,37,50,43,109,2
106,113,37,106,116,50,45,99,64,78,44,129,48,37,63,64,75,2
100,74,79,96,81,63,57,101,52,124,47,126,44,31,44,31,140,2
101,113,30,105,113,44,29,126,44,119,47,113,50,34,47,37,116,2
122,125,39,122,117,44,34,129,48,129,46,125,46,29,43,32,133,2
105,116,32,105,120,44,31,119,44,122,44,109,47,34,47,34,116,2
71,59,51,71,59,51,45,71,51,62,43,129,43,29,49,40,89,2
109,125,29,113,129,46,32,114,46,129,49,98,52,40,52,40,105,2
100,88,54,108,103,44,34,129,44,129,43,133,43,34,43,32,133,2
114,124,40,105,116,44,34,129,44,129,47,124,47,34,44,34,120,2
122,117,45,113,107,48,29,129,48,116,46,129,43,32,43,32,129,2
101,90,57,105,101,47,37,126,44,133,53,116,44,29,47,34,135,2
98,98,55,111,102,68,75,70,71,63,67,58,67,68,67,72,54,2
117,114,34,112,118,49,37,113,49,116,44,119,44,37,47,40,111,2
90,83,37,94,98,46,36,107,43,117,51,108,48,34,48,37,112,2
120,135,31,120,139,46,31,139,43,139,44,146,44,29,44,32,137,2
108,107,37,122,125,46,34,135,42,135,44,143,44,31,44,34,133,2
136,146,31,136,142,43,31,143,46,139,51,100,48,37,44,32,137,2
96,78,91,100,74,71,73,90,63,101,53,108,47,37,44,31,133,2
118,128,34,122,125,48,37,116,48,125,49,111,46,37,49,34,118,2
105,101,42,119,124,44,31,133,44,140,44,135,47,34,50,31,135,2
96,96,36,100,107,51,32,108,48,108,63,100,46,32,46,32,111,2
110,120,34,110,116,44,31,122,47,126,44,135,47,31,47,31,124,2
104,114,27,108,129,52,40,101,52,105,53,90,60,56,63,71,73,2
96,89,46,80,63,46,32,113,49,72,47,101,50,37,47,40,94,2
119,129,34,114,129,44,31,131,44,128,46,132,46,34,46,34,125,2
118,121,34,118,121,46,32,125,46,122,46,120,46,34,46,32,139,2
117,125,49,112,107,46,37,113,52,109,53,111,60,63,70,79,80,2
124,140,34,129,140,47,34,139,44,139,46,139,46,31,46,31,139,2
120,124,37,115,120,46,34,125,50,125,48,116,48,34,48,37,125,2
108,122,40,96,100,46,30,127,46,120,44,129,42,29,42,27,129,2
