@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
38.667,0.385,33.5,134,2
7,1,7,7,2
4.5,0.556,10,10,2
49,0.48,9.4,94,2
23,0.587,18,54,2
268.5,0.51,49.82,548,2
6.76,0.215,1.57,907,2
268,0.498,41.08,534,2
23.167,0.11,15.91,366,2
71,0.318,11.94,203,2
19.667,0.475,84,84,2
33,0.667,3.67,22,2
9,0.667,24,24,2
65,0.646,3,42,2
268.5,0.621,16.68,667,2
1.444,0.103,4,12,2
95.333,0.406,87,348,2
87,0.92,16,80,2
183.33,0.339,15.11,559,2
43,0.305,11.8,118,2
166.67,0.373,19.28,559,2
24,0.625,30,60,2
267.5,0.564,40.2,603,2
11,0.477,21,21,2
37.667,0.41,13.9,139,2
38.818,0.566,189.79,2657,2
267.5,0.648,11.75,693,2
17,0.882,7.5,15,2
180,0.983,88.5,177,2
42,0.19,1.6,8,2
8,1,8,8,2
22,0.955,21,21,2
78.5,0.506,26.5,159,2
15,0.867,6.5,13,2
14,0.5,2.33,7,2
42,0.31,2.6,13,2
28,0.536,3,15,2
148,0.959,47.33,142,2
14,1,14,14,2
154.33,0.296,13.7,411,2
67,0.985,66,66,2
25.6,0.759,162,486,2
159,0.975,77.5,155,2
14,0.643,4.5,9,2
11,0.909,10,10,2
52,0.538,14,28,2
17,0.941,16,16,2
17,0.765,3.25,13,2
50.5,0.54,10.9,109,2
61.5,0.5,123,123,2
45,0.244,1.38,11,2
0.027,1,37,37,2
131,0.542,40.57,1136,2
33,1,33,33,2
107,0.869,18.6,93,2
19,0.847,43.48,5217,2
52,0.981,51,51,2
55.3,0.797,21.3,4409,2
63,0.952,20,60,2
23,0.511,47,47,2
20,0.75,3,15,2
8,1,8,8,2
61,0.488,29.78,268,2
0.143,1,7,7,2
58,0.845,9.8,49,2
184,0.967,44.5,178,2
35.333,0.258,6.31,82,2
117,0.974,38,114,2
99.5,0.485,32.17,193,2
3,0.667,4,8,2
178.67,0.341,61,549,2
17,0.824,4.67,14,2
18,0.364,8.43,59,2
63,0.587,2.31,37,2
20.059,0.935,36.38,5420,2
51,0.471,2.4,24,2
79,0.608,6.86,48,2
9,1,9,9,2
19,0.684,4.33,13,2
278,0.946,29.22,263,2
66.6,0.374,36.65,623,2
85,0.882,12.5,75,2
268.5,0.537,22.19,577,2
193,0.57,2.97,110,2
32,0.719,5.75,23,2
101.33,0.555,42.17,506,2
14,0.857,12,12,2
413,0.998,412,412,2
4.75,0.276,5.25,21,2
3.5,0.246,31,31,2
14,1,14,14,2
14,0.643,3,9,2
10,1,10,10,2
124,0.444,7.86,55,2
94,0.564,3.31,53,2
12,0.065,40.33,484,2
13,0.692,3,9,2
29,0.586,2.13,17,2
127,0.646,13.67,82,2
13,0.846,5.5,11,2
131,0.977,64,128,2
30,0.4,2.4,12,2
29,1,29,29,2
27,0.778,56,336,2
34,0.353,1.71,12,2
126,0.992,125,125,2
214,1,214,214,2
16,1,16,16,2
54,0.944,17,51,2
7,0.286,8,8,2
237.5,0.504,95.8,479,2
206,0.99,204,204,2
269,0.518,29.32,557,2
36,0.306,1.83,11,2
161,0.41,1.02,66,2
268,0.586,21.66,628,2
69,0.667,4.18,46,2
22.909,0.092,63.75,255,2
40,1,40,40,2
8,0.25,2.67,8,2
22,0.547,100.33,301,2
6.571,0.177,8.14,57,2
268.5,0.538,32.11,578,2
186,0.828,9.06,154,2
8,1,8,8,2
7,1,7,7,2
86.333,0.411,13.29,319,2
10,0.725,29,29,2
86.333,0.96,67.82,746,2
31,0.452,11.2,56,2
23.667,0.115,6.53,98,2
11,1,11,11,2
45,0.756,5.67,34,2
21.25,0.846,38.65,10359,2
26,0.231,1.5,24,2
22,0.818,4.5,18,2
11,1,11,11,2
283,0.993,140.5,281,2
28.875,0.872,179,1611,2
88,0.528,31,186,2
44,0.505,20,200,2
10,0.775,31,31,2
37,0.811,6,30,2
70,1,70,70,2
268,0.568,24.36,609,2
199,0.945,37.6,188,2
57,0.456,3.71,26,2
20,0.55,1.38,11,2
268.5,0.556,24.88,597,2
43,0.907,9.75,39,2
199,0.99,197,197,2
102,0.961,24.5,98,2
11,0.75,33,33,2
115,0.2,4.6,23,2
19,0.579,3.67,11,2
16,1,16,16,2
162.5,0.485,28.64,315,2
102,0.412,10.5,168,2
2,0.102,10,10,2
18,0.5,3,9,2
183.33,0.329,27.15,543,2
14,1,14,14,2
9,0.722,26,26,2
62,0.984,61,61,2
268,0.532,30,570,2
159,0.994,158,158,2
52,0.788,10.25,41,2
145,0.972,35.25,141,2
14,0.929,13,13,2
47,0.532,25,25,2
28.75,0.426,17.82,196,2
117,0.393,5.75,46,2
95,1,95,95,2
10,1,10,10,2
13,1,13,13,2
279,0.964,38.43,269,2
16,0.516,33,33,2
268,0.537,24,576,2
24.316,0.523,16.88,4591,2
78,0.949,24.67,74,2
269,0.637,29.78,685,2
69,0.841,8.29,58,2
17,1,17,17,2
17,1,17,17,2
11,0.727,4,8,2
44,0.25,2.2,11,2
9,0.778,7,7,2
379,0.963,60.83,365,2
179,0.353,71.13,569,2
86,0.93,40,80,2
6.5,0.192,45,45,2
181.33,0.326,16.12,532,2
26,1,26,26,2
8,0.875,7,7,2
81,0.901,24.33,73,2
7,0.464,13,13,2
41,0.927,12.67,38,2
2.25,0.611,22,22,2
13,1,13,13,2
2,0.398,2.55,51,2
12.5,0.36,4.5,18,2
156.67,0.352,23.62,496,2
38.667,0.356,62,124,2
10,0.9,9,9,2
15,0.733,3.67,11,2
268.5,0.594,21.27,638,2
75,0.813,5.55,61,2
104,0.971,50.5,101,2
17,0.765,6.5,13,2
136,0.963,32.75,131,2
47,1,47,47,2
16,0.938,15,15,2
15,0.867,13,13,2
0.2,0.55,11,11,2
19,0.789,3.75,15,2
3.667,0.364,3,12,2
257,1,257,257,2
10,0.8,4,8,2
7.833,0.202,57,57,2
207.5,0.505,16.76,419,2
28,0.464,2.17,13,2
138,1,138,138,2
196,0.98,64,192,2
84,0.917,19.25,77,2
14,0.571,2,8,2
34,0.471,1.07,16,2
76,0.961,36.5,73,2
267.5,0.545,24.29,583,2
147,0.864,11.55,127,2
24.5,0.51,50,50,2
31.5,0.341,10.75,43,2
255,0.686,4.86,175,2
40,0.875,11.67,35,2
58,0.616,17.88,143,2
44,0.909,20,40,2
20,0.85,8.5,17,2
29,0.931,13.5,27,2
3,0.667,4,8,2
20.118,0.916,30.27,5328,2
52,0.962,25,50,2
63,1,63,63,2
15,0.533,2,8,2
28,0.964,27,27,2
235,0.923,27.13,217,2
23,0.348,1.6,8,2
179.33,0.37,22.11,597,2
12,0.75,9,9,2
11,0.705,15.5,31,2
46,0.783,12,36,2
17,1,17,17,2
106,0.434,1.02,46,2
75,0.92,11.5,69,2
12,0.354,3.4,17,2
98,0.939,30.67,92,2
8,1,8,8,2
13,0.692,4.5,9,2
288,0.424,1.02,122,2
14,0.929,13,13,2
172,0.465,1.04,80,2
48.5,0.263,34,204,2
268.5,0.523,62.44,562,2
36,0.583,4.2,21,2
277,1,277,277,2
77,0.403,5.17,31,2
56,0.78,156,1092,2
48,0.875,10.5,42,2
1.167,0.238,10,10,2
35,0.829,9.67,29,2
179,0.345,22.24,556,2
44,0.727,5.33,32,2
39,0.897,8.75,35,2
50.182,0.816,4955,4955,2
41,0.78,4.57,32,2
46,0.239,1.38,11,2
118,0.566,10.27,267,2
9,0.806,29,29,2
0.979,0.675,3.63,5966,3
1.333,0.488,15.69,3374,3
0.988,0.523,8.4,13725,3
4.144,0.37,20.66,26693,3
0.733,0.899,29.29,23025,3
1.795,0.388,28.77,4804,3
1.118,0.451,4.25,4366,3
2.711,0.399,13.07,17721,3
1.143,0.462,7.02,414,3
2.522,0.378,22.29,33017,3
1.033,0.587,46.95,14180,3
0.787,0.574,21.52,14292,3
1.048,0.491,44.37,2041,3
1.143,0.488,7.05,437,3
0.863,0.798,13.06,19430,3
0.754,0.415,4.69,10947,3
1.107,0.508,7.47,441,3
1.103,0.476,7.25,442,3
1.107,0.492,7.49,427,3
2.707,0.339,15.84,27820,3
0.804,0.82,62.81,18591,3
1.141,0.403,72.38,1882,3
1.103,0.432,6.27,401,3
1.254,0.338,186.78,1681,3
2.843,0.359,17.12,28093,3
0.143,1,7,7,4
0.024,1,42,42,4
0.026,1,38,38,4
0.063,1,16,16,4
0.111,1,9,9,4
0.1,0.9,9,9,4
0.032,1,31,31,4
25,1,25,25,4
0.043,0.419,2.89,156,4
0.083,1,12,12,4
0.032,1,31,31,4
0.125,1,8,8,4
0.111,1,9,9,4
0.021,1,47,47,4
0.019,1,54,54,4
0.143,1,7,7,4
0.014,0.191,15.64,1689,4
0.091,1,11,11,4
0.068,0.598,2.47,79,4
0.143,1,7,7,4
0.067,1,15,15,4
0.083,1,12,12,4
0.045,0.657,2.6,130,4
0.019,1,53,53,4
0.038,1,26,26,4
0.077,1,13,13,4
0.019,0.529,111,111,4
0.052,0.339,59,59,4
0.091,1,11,11,4
0.118,0.706,24,24,4
0.019,1,54,54,4
0.111,1,9,9,4
0.148,0.333,2.57,36,4
0.056,1,18,18,4
0.1,1,10,10,4
0.5,1,8,8,4
0.148,0.38,2.56,41,4
0.222,0.611,11,11,4
0.4,0.8,8,8,4
0.077,1,13,13,4
0.045,1,22,22,4
0.031,1,32,32,4
0.111,1,9,9,4
0.007,0.993,135,135,4
0.012,0.216,46.5,465,4
0.125,0.875,7,7,4
0.125,1,8,8,4
0.115,0.063,2.4,492,4
0.5,0.875,7,7,4
0.071,1,14,14,4
0.182,0.636,14,14,4
0.029,1,34,34,4
3.5,0.198,1.67,25,4
0.143,0.536,15,15,4
0.111,1,9,9,4
0.013,1,76,76,4
0.077,1,13,13,4
0.037,1,27,27,4
0.077,1,13,13,4
0.04,1,25,25,4
0.4,0.9,9,9,4
0.012,1,84,84,4
0.043,1,23,23,4
0.167,0.625,15,15,4
0.4,0.7,7,7,4
0.125,1,8,8,4
0.1,1,10,10,4
0.05,1,20,20,4
0.059,1,17,17,4
0.026,1,39,39,4
0.167,0.282,2.18,83,4
0.1,1,10,10,4
0.111,1,9,9,4
0.027,1,37,37,4
0.143,1,7,7,4
0.125,1,8,8,4
0.009,1,117,117,4
0.021,0.516,97,97,4
0.043,0.643,2.08,133,4
8.865,0.192,11.52,4607,5
0.89,0.052,3.33,642,5
1.946,0.12,7.64,321,5
3.795,0.295,9.21,7725,5
2.833,0.137,2.8,14,5
2,0.139,1.43,10,5
2.889,0.114,6.27,7689,5
6.611,0.324,6.22,6238,5
3.387,0.242,4.89,787,5
1.111,0.144,6.5,13,5
0.5,0.438,7,14,5
0.98,0.14,2.02,1398,5
1.788,0.201,55.42,9199,5
0.541,0.131,4.22,97,5
0.448,0.169,2.26,339,5
3.928,0.286,7.55,7741,5
0.873,0.142,4.26,375,5
0.5,0.224,2.44,519,5
0.7,0.157,1.57,11,5
0.735,0.256,2.06,218,5
0.36,0.187,2.47,42,5
1.25,0.35,2.33,7,5
2.179,0.172,1.97,294,5
3.337,0.18,6.86,4138,5
1.8,0.178,1.6,8,5
4.778,0.128,4.84,793,5
1.795,0.09,7,245,5
0.8,0.45,4.5,9,5
0.833,0.233,1.75,7,5
0.667,0.407,5.5,22,5
1.889,0.144,3.14,22,5
1.357,0.113,30,30,5
0.812,0.165,1.44,969,5
6.714,0.158,5.78,52,5
1.75,0.286,2,8,5
2,0.156,5,20,5
1.333,0.143,3.58,247,5
1,0.124,3.5,21,5
1.357,0.128,2.83,34,5
0.933,0.11,1.92,23,5
4.364,0.237,7.35,125,5
1.194,0.117,3.07,181,5
1.194,0.189,2.07,217,5
1,0.194,3.5,7,5
0.49,0.093,1.77,458,5
1.875,0.133,2.29,64,5
0.923,0.138,7.67,345,5
6.611,0.299,6.4,5766,5
0.779,0.164,2.37,947,5
1.857,0.154,2,14,5
1.52,0.055,2.69,7861,5
8.375,0.055,4.13,1058,5
1,0.107,1.79,52,5
0.75,0.139,2.07,60,5
2.103,0.121,1.78,214,5
0.385,0.323,5.25,21,5
0.19,0.31,3.71,26,5
1.571,0.117,1.8,9,5
2.143,0.114,2.4,12,5
1.4,0.229,2.67,8,5
1.5,0.148,4,8,5
3.313,0.198,4.56,671,5
1.25,0.35,2.33,7,5
3.387,0.224,5.35,728,5
10.938,0.142,3.96,1588,5
1.442,0.08,6.63,212,5
2.667,0.096,7.7,331,5
3.783,0.298,8.75,7772,5
0.889,0.143,6.85,370,5
0.605,0.113,2.26,449,5
1.005,0.273,46.93,10654,5
1.756,0.087,4.81,308,5
1.286,0.143,9,9,5
12.167,0.091,26.67,160,5
0.833,0.367,2.2,11,5
1.813,0.144,2.58,67,5
2,0.154,1.85,278,5
2.29,0.159,10.29,350,5
0.385,0.123,8,8,5
2.474,0.078,3.89,70,5
0.906,0.157,7.84,400,5
1.057,0.16,8.24,4213,5
1.655,0.116,5.06,162,5
0.794,0.219,3.09,201,5
0.529,0.209,1.88,32,5
1.523,0.063,3.91,8898,5
1.842,0.059,19.63,157,5
2.033,0.157,1.88,288,5
3.238,0.052,5.69,74,5
0.25,0.156,5,10,5
1.214,0.113,1.8,27,5
3.429,0.101,1.89,17,5
1.125,0.125,4.5,9,5
3.783,0.282,8.77,7353,5
2.167,0.103,4,8,5
1.612,0.084,7.36,324,5
2.75,0.159,1.75,7,5
0.615,0.154,1.07,16,5
0.848,0.098,5.69,91,5
0.6,0.467,3.5,7,5
2.4,0.133,4,8,5
2,0.344,5.5,11,5
1.489,0.088,3.93,12631,5
