@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
8,40,0.625,0.375,7,1
6,276,7.667,0.322,60,1
8,56,0.875,0.518,11,1
5,345,13.8,0.249,57,1
7,413,8.429,0.462,82,1
6,150,4.167,0.313,34,1
16,5504,21.5,0.385,408,1
9,927,11.444,0.164,125,1
6,606,16.833,0.393,120,1
11,187,1.545,0.321,14,1
8,744,11.625,0.185,111,1
17,1870,6.471,0.175,224,1
6,72,2,0.278,9,1
8,344,5.375,0.494,50,1
9,153,1.889,0.235,25,1
3,12,1.333,0.917,1,1
9,711,8.778,0.343,111,1
7,322,6.571,0.304,64,1
7,70,1.429,0.3,6,1
8,344,5.375,0.445,56,1
9,747,9.222,0.289,112,1
10,800,8,0.308,122,1
11,242,2,0.579,18,1
11,2992,24.727,0.283,431,1
12,1548,10.75,0.303,187,1
12,3192,22.167,0.338,397,1
6,78,2.167,0.295,14,1
7,140,2.857,0.336,21,1
9,414,5.111,0.29,55,1
8,80,1.25,0.375,16,1
9,594,7.333,0.323,96,1
8,2176,34,0.187,288,1
10,3160,31.6,0.366,422,1
5,110,4.4,0.536,27,1
8,128,2,0.477,25,1
9,378,4.667,0.198,65,1
7,77,1.571,0.416,20,1
9,189,2.333,0.519,30,1
6,270,7.5,0.456,75,1
6,558,15.5,0.238,78,1
6,564,15.667,0.188,65,1
11,2035,16.818,0.356,246,1
8,280,4.375,0.357,61,1
19,247,0.684,0.215,35,1
8,352,5.5,0.426,46,1
8,120,1.875,0.558,23,1
9,1125,13.889,0.21,140,1
13,5499,32.538,0.188,632,1
7,28,0.571,0.714,2,1
6,624,17.333,0.099,31,1
10,630,6.3,0.251,86,1
9,4806,59.333,0.163,585,1
10,70,0.7,0.429,1,1
1,89,89,0.191,16,1
9,738,9.111,0.337,100,1
6,408,11.333,0.172,56,1
8,360,5.625,0.367,70,1
5,140,5.6,0.307,33,1
6,282,7.833,0.177,31,1
8,56,0.875,0.339,14,1
9,252,3.111,0.25,43,1
9,324,4,0.568,61,1
9,747,9.222,0.335,122,1
10,200,2,0.54,12,1
7,133,2.714,0.451,22,1
10,280,2.8,0.311,49,1
13,1573,9.308,0.376,159,1
22,572,1.182,0.283,84,1
5,90,3.6,0.378,21,1
7,217,4.429,0.267,27,1
1,16,16,1,1,2
1,15,15,0.533,4,2
1,11,11,0.727,2,2
1,95,95,1,1,2
1,29,29,1,1,2
3,339,37.667,0.41,10,2
1,131,131,0.977,2,2
1,35,35,0.829,3,2
2,126,31.5,0.341,4,2
1,15,15,0.867,2,2
1,10,10,1,1,2
1,8,8,1,1,2
1,41,41,0.927,3,2
1,13,13,1,1,2
2,28,7,0.286,1,2
1,102,102,0.961,4,2
1,18,18,0.944,1,2
3,339,37.667,0.357,4,2
1,115,115,0.2,5,2
1,19,19,0.579,3,2
1,20,20,0.55,8,2
6,852,23.667,0.115,15,2
2,1074,268.5,0.538,18,2
1,106,106,0.434,45,2
25,7500,12,0.065,12,2
1,145,145,0.972,4,2
1,39,39,0.308,7,2
28,9240,11.786,0.057,17,2
2,36,9,0.806,1,2
2,44,11,0.705,2,2
2,28,7,0.464,1,2
21,42,0.095,0.738,1,2
1,214,214,1,1,2
1,28,28,0.536,5,2
37,37,0.027,1,1,2
25,4225,6.76,0.215,579,2
2,200,50,0.46,8,2
4,460,28.75,0.426,11,2
1,19,19,0.684,3,2
5,1400,56,0.78,7,2
1,32,32,0.719,4,2
1,14,14,0.857,1,2
1,104,104,0.971,2,2
1,63,63,0.587,16,2
2,104,26,0.231,16,2
10,5530,55.3,0.797,207,2
1,14,14,0.5,3,2
2,1072,268,0.532,19,2
1,40,40,0.875,3,2
2,472,118,0.566,26,2
1,18,18,0.5,3,2
1,138,138,1,1,2
3,1632,181.33,0.326,33,2
2,1076,269,0.519,16,2
2,100,25,0.46,3,2
1,14,14,1,1,2
7,322,6.571,0.177,7,2
2,36,9,0.667,1,2
2,224,56,0.496,2,2
3,1650,183.33,0.339,37,2
4,432,27,0.778,6,2
24,12240,21.25,0.846,268,2
1,35,35,0.857,3,2
2,12,3,0.667,2,2
1,37,37,0.811,5,2
1,10,10,1,1,2
2,830,207.5,0.505,25,2
1,17,17,0.765,2,2
3,1410,156.67,0.352,21,2
5,35,1.4,0.2,1,2
1,8,8,0.875,1,2
1,136,136,0.963,4,2
2,1070,267.5,0.545,24,2
1,413,413,0.998,1,2
1,46,46,0.239,8,2
1,10,10,0.9,1,2
2,36,9,0.722,1,2
1,117,117,0.393,8,2
1,12,12,0.667,2,2
2,1072,268,0.537,24,2
3,162,18,0.364,7,2
8,128,2,0.398,20,2
1,32,32,0.469,8,2
1,13,13,0.846,2,2
2,124,31,0.452,5,2
2,246,61.5,0.5,1,2
4,36,2.25,0.611,1,2
1,206,206,0.99,1,2
2,398,99.5,0.485,6,2
1,148,148,0.959,3,2
2,314,78.5,0.506,6,2
2,408,102,0.412,16,2
1,28,28,0.464,6,2
1,44,44,0.909,2,2
2,1076,269,0.518,19,2
1,63,63,1,1,2
1,172,172,0.465,77,2
17,5797,20.059,0.935,149,2
1,84,84,0.917,4,2
2,1076,269,0.637,23,2
1,278,278,0.946,9,2
12,3336,23.167,0.11,23,2
2,1074,268.5,0.556,24,2
1,257,257,1,1,2
1,11,11,1,1,2
1,63,63,0.952,3,2
1,13,13,1,1,2
3,912,101.33,0.555,12,2
2,48,12,0.354,5,2
1,14,14,0.643,3,2
1,17,17,0.412,4,2
1,34,34,0.353,7,2
1,277,277,0.993,2,2
1,193,193,0.57,37,2
2,128,32,0.43,14,2
2,232,58,0.616,8,2
2,1072,268,0.586,29,2
1,14,14,0.929,1,2
1,54,54,0.944,3,2
18,6156,19,0.847,120,2
2,1074,268.5,0.52,21,2
1,114,114,0.939,5,2
4,76,4.75,0.276,4,2
3,858,95.333,0.406,4,2
11,2772,22.909,0.092,4,2
1,57,57,0.456,7,2
1,13,13,0.692,2,2
2,1074,268.5,0.523,9,2
1,28,28,0.964,1,2
3,777,86.333,0.96,11,2
3,1500,166.67,0.373,29,2
2,138,34.5,0.623,8,2
3,1389,154.33,0.296,30,2
1,199,199,0.99,1,2
1,34,34,0.471,15,2
1,27,27,0.407,6,2
1,12,12,0.75,1,2
2,202,50.5,0.54,10,2
1,22,22,0.5,6,2
3,33,3.667,0.364,4,2
1,41,41,0.78,7,2
1,69,69,0.841,7,2
1,19,19,0.632,3,2
1,30,30,0.4,5,2
3,177,19.667,0.475,1,2
1,16,16,1,1,2
2,1072,268,0.498,13,2
1,29,29,0.931,2,2
1,65,65,0.646,14,2
1,58,58,0.845,5,2
1,20,20,0.85,2,2
1,15,15,0.733,3,2
8,1848,28.875,0.872,9,2
9,117,1.444,0.103,3,2
2,1074,268.5,0.621,40,2
1,8,8,1,1,2
1,106,106,0.858,6,2
3,348,38.667,0.356,2,2
5,640,25.6,0.759,3,2
2,40,10,0.675,1,2
1,26,26,1,1,2
1,81,81,0.901,3,2
1,148,148,0.986,2,2
2,128,32,0.531,4,2
1,29,29,0.586,8,2
5,1665,66.6,0.374,17,2
1,159,159,0.994,1,2
1,42,42,0.19,5,2
1,235,235,0.923,8,2
1,17,17,1,1,2
4,2096,131,0.542,28,2
2,50,12.5,0.36,4,2
1,161,161,0.41,65,2
1,42,42,0.31,5,2
1,36,36,0.583,4,2
3,1608,178.67,0.341,9,2
3,396,44,0.505,10,2
1,45,45,0.933,2,2
1,44,44,0.727,6,2
6,234,6.5,0.192,1,2
1,10,10,0.8,2,2
1,36,36,0.583,5,2
1,85,85,0.882,6,2
1,77,77,0.403,6,2
11,4697,38.818,0.566,14,2
3,1611,179,0.353,8,2
1,152,152,0.822,11,2
1,52,52,0.981,1,2
2,352,88,0.528,6,2
1,22,22,0.818,4,2
1,51,51,0.471,10,2
1,117,117,0.974,3,2
3,1611,179,0.345,25,2
2,96,24,0.625,2,2
1,14,14,1,1,2
3,1650,183.33,0.329,20,2
1,11,11,0.909,1,2
1,14,14,0.571,4,2
2,1074,268.5,0.538,7,2
1,17,17,0.824,3,2
1,27,27,0.259,5,2
1,48,48,0.875,4,2
1,73,73,0.616,12,2
1,33,33,1,1,2
1,19,19,0.789,4,2
1,10,10,1,1,2
2,892,223,0.439,22,2
1,71,71,0.521,16,2
3,549,61,0.488,9,2
1,22,22,0.955,1,2
3,318,35.333,0.258,13,2
6,126,3.5,0.246,1,2
1,62,62,0.984,1,2
2,1070,267.5,0.55,5,2
1,87,87,0.92,5,2
1,17,17,0.765,4,2
1,70,70,0.943,3,2
17,5814,20.118,0.916,176,2
2,42,10.5,0.452,3,2
1,11,11,1,1,2
2,18,4.5,0.556,1,2
1,279,279,0.964,7,2
3,639,71,0.318,17,2
1,14,14,0.643,2,2
1,8,8,1,1,2
1,184,184,0.967,4,2
2,1072,268,0.538,19,2
1,277,277,1,1,2
2,950,237.5,0.504,5,2
1,47,47,1,1,2
5,550,22,0.547,3,2
1,33,33,0.667,6,2
2,196,49,0.48,10,2
1,44,44,0.25,5,2
1,98,98,0.939,3,2
2,1074,268.5,0.507,3,2
6,42,1.167,0.238,1,2
7,7,0.143,1,1,2
1,20,20,0.75,5,2
1,55,55,0.564,3,2
1,196,196,0.98,3,2
1,187,187,0.963,7,2
1,17,17,0.882,2,2
1,8,8,1,1,2
1,186,186,0.828,17,2
1,16,16,0.938,1,2
1,23,23,0.826,1,2
2,198,49.5,0.253,11,2
1,7,7,1,1,2
2,1072,268,0.568,25,2
2,1074,268.5,0.594,30,2
2,32,8,0.25,3,2
2,40,10,0.775,1,2
1,52,52,0.788,4,2
1,17,17,1,1,2
1,76,76,0.961,2,2
1,13,13,0.692,3,2
2,34,8.5,0.588,3,2
1,8,8,1,1,2
1,159,159,0.975,2,2
2,40,10,0.725,1,2
1,288,288,0.424,120,2
1,19,19,0.737,3,2
2,12,3,0.667,2,2
1,23,23,0.348,5,2
1,537,537,1,1,2
2,44,11,0.75,1,2
1,39,39,0.897,4,2
2,1070,267.5,0.564,15,2
1,45,45,0.244,8,2
1,75,75,0.813,11,2
1,107,107,0.869,5,2
2,1072,268,0.505,3,2
1,126,126,0.992,1,2
1,75,75,0.92,6,2
1,9,9,1,1,2
6,282,7.833,0.202,1,2
2,650,162.5,0.485,11,2
1,67,67,0.985,1,2
1,61,61,1,1,2
11,6072,50.182,0.816,1,2
2,1074,268.5,0.51,11,2
1,14,14,0.929,1,2
1,180,180,0.983,2,2
1,47,47,0.532,1,2
2,92,23,0.587,3,2
1,17,17,1,1,2
4,776,48.5,0.263,6,2
1,52,52,0.538,2,2
3,348,38.667,0.385,4,2
1,36,36,0.722,3,2
1,52,52,0.962,2,2
1,9,9,0.778,1,2
1,379,379,0.963,6,2
19,8778,24.316,0.523,272,2
1,78,78,0.949,3,2
83,12367,1.795,0.388,167,3
174,81954,2.707,0.339,1756,3
168,22680,0.804,0.82,296,3
29,928,1.103,0.476,61,3
163,26243,0.988,0.523,1634,3
187,26367,0.754,0.415,2333,3
28,868,1.107,0.492,57,3
28,896,1.143,0.462,59,3
95,8835,0.979,0.675,1644,3
64,4672,1.141,0.403,26,3
166,78352,2.843,0.359,1641,3
28,896,1.143,0.481,58,3
65,3250,0.769,0.454,6,3
132,72204,4.144,0.37,1292,3
63,4158,1.048,0.491,46,3
29,899,1.069,0.463,60,3
28,868,1.107,0.508,59,3
178,24920,0.787,0.574,664,3
128,44416,2.711,0.399,1356,3
72,6912,1.333,0.488,215,3
93,9672,1.118,0.451,1028,3
153,24174,1.033,0.587,302,3
186,87234,2.522,0.378,1481,3
28,896,1.143,0.488,62,3
29,928,1.103,0.432,64,3
26,26,0.038,1,1,4
9,9,0.111,1,1,4
10,10,0.1,1,1,4
7,7,0.143,1,1,4
23,23,0.043,1,1,4
7,7,0.143,1,1,4
10,10,0.1,1,1,4
34,34,0.029,1,1,4
20,20,0.05,1,1,4
13,13,0.077,1,1,4
5,10,0.4,0.7,1,4
10,10,0.1,1,1,4
13,13,0.077,1,1,4
98,294,0.031,0.48,1,4
12,24,0.167,0.625,1,4
8,8,0.125,1,1,4
13,13,0.077,1,1,4
27,108,0.148,0.38,16,4
31,31,0.032,1,1,4
15,15,0.067,1,1,4
9,9,0.111,1,1,4
25,25,0.04,1,1,4
8,8,0.125,0.875,1,4
14,14,0.071,1,1,4
9,18,0.222,0.611,1,4
6,126,3.5,0.198,15,4
430,2150,0.012,0.216,10,4
22,22,0.045,1,1,4
7,7,0.143,1,1,4
37,37,0.027,1,1,4
93,372,0.043,0.419,54,4
27,108,0.148,0.333,14,4
12,12,0.083,1,1,4
105,210,0.019,0.529,1,4
9,9,0.111,1,1,4
47,47,0.021,1,1,4
42,294,0.167,0.282,38,4
66,198,0.045,0.657,50,4
17,17,0.059,1,1,4
7,7,0.143,1,1,4
9,9,0.111,1,1,4
32,32,0.031,1,1,4
11,22,0.182,0.636,1,4
54,54,0.019,1,1,4
31,31,0.032,1,1,4
39,39,0.026,1,1,4
117,117,0.009,1,1,4
17,34,0.118,0.706,1,4
54,54,0.019,1,1,4
4,8,0.5,0.875,1,4
11,11,0.091,1,1,4
7,14,0.286,0.643,1,4
38,38,0.026,1,1,4
8,8,0.125,1,1,4
136,136,0.007,0.993,1,4
19,38,0.105,0.816,1,4
11,11,0.091,1,1,4
12,12,0.083,1,1,4
8,8,0.125,1,1,4
76,76,0.013,1,1,4
53,53,0.019,1,1,4
5,10,0.4,0.9,1,4
14,14,0.071,1,1,4
10,10,0.1,0.9,1,4
8,8,0.125,1,1,4
16,16,0.063,1,1,4
8,8,0.125,1,1,4
9,9,0.111,1,1,4
804,8844,0.014,0.191,108,4
7,7,0.143,1,1,4
14,28,0.143,0.536,1,4
9,9,0.111,1,1,4
261,7830,0.115,0.063,205,4
13,13,0.077,1,1,4
42,42,0.024,1,1,4
94,188,0.021,0.516,1,4
44,132,0.068,0.598,32,4
9,9,0.111,1,1,4
5,60,2.4,0.133,2,5
118,12390,0.89,0.052,193,5
6,30,0.833,0.367,5,5
20,780,1.95,0.14,34,5
5,45,1.8,0.178,5,5
5,35,1.4,0.229,3,5
9,54,0.667,0.407,4,5
6,36,1,0.194,2,5
13,65,0.385,0.123,1,5
53,2544,0.906,0.181,98,5
30,1830,2.033,0.157,153,5
6,72,2,0.139,7,5
153,67626,2.889,0.114,1227,5
7,91,1.857,0.154,7,5
158,26386,1.057,0.16,511,5
31,1147,1.194,0.189,105,5
11,528,4.364,0.237,17,5
304,140752,1.523,0.063,2273,5
8,72,1.125,0.125,2,5
9,153,1.889,0.144,7,5
37,2664,1.946,0.12,42,5
17,153,0.529,0.209,17,5
10,70,0.7,0.157,7,5
8,128,2,0.156,4,5
45,3555,1.756,0.087,64,5
22,484,1,0.107,29,5
36,1548,1.194,0.117,59,5
36,3456,2.667,0.096,43,5
15,210,0.933,0.11,12,5
85,5865,0.812,0.165,674,5
16,480,1.875,0.133,28,5
7,168,3.429,0.101,9,5
212,98368,2.189,0.052,428,5
52,2496,0.923,0.138,45,5
32,11200,10.938,0.142,401,5
36,6192,4.778,0.128,164,5
54,19278,6.611,0.299,901,5
31,2201,2.29,0.159,34,5
43,2666,1.442,0.08,32,5
25,225,0.36,0.187,17,5
160,45760,1.788,0.201,166,5
8,8,0.125,0.875,1,5
6,78,2.167,0.103,2,5
53,2544,0.906,0.157,51,5
7,77,1.571,0.117,5,5
16,336,1.313,0.095,20,5
24,432,0.75,0.139,29,5
5,15,0.6,0.467,2,5
14,266,1.357,0.113,1,5
32,3392,3.313,0.198,147,5
67,2010,0.448,0.169,150,5
13,169,1,0.124,6,5
12,1752,12.167,0.091,6,5
8,40,0.625,0.275,3,5
12,48,0.333,0.292,7,5
54,19278,6.611,0.324,1003,5
19,893,2.474,0.078,18,5
47,13442,6.085,0.183,526,5
9,36,0.444,0.25,1,5
13,104,0.615,0.154,15,5
83,27058,3.928,0.286,1025,5
91,25935,3.132,0.158,36,5
68,2312,0.5,0.224,213,5
30,1800,2,0.154,150,5
4,32,2,0.344,2,5
29,1392,1.655,0.116,32,5
311,143993,1.489,0.088,3212,5
31,3255,3.387,0.242,161,5
197,39006,1.005,0.273,227,5
36,1728,1.333,0.143,69,5
4,20,1.25,0.35,3,5
4,20,1.25,0.35,3,5
8,32,0.5,0.438,2,5
17,1020,3.529,0.139,20,5
83,26062,3.783,0.298,888,5
83,22991,3.337,0.18,603,5
86,5762,0.779,0.164,399,5
48,19296,8.375,0.055,256,5
54,2592,0.889,0.143,54,5
100,4900,0.49,0.093,259,5
16,64,0.25,0.156,2,5
39,2730,1.795,0.09,35,5
37,740,0.541,0.131,23,5
81,3969,0.605,0.113,199,5
4,44,2.75,0.159,4,5
21,84,0.19,0.31,7,5
10,120,1.2,0.208,15,5
14,266,1.357,0.128,12,5
28,1708,2.179,0.172,149,5
13,65,0.385,0.323,4,5
7,63,1.286,0.143,1,5
29,1769,2.103,0.121,120,5
34,918,0.794,0.219,65,5
21,1428,3.238,0.052,13,5
34,850,0.735,0.256,106,5
7,329,6.714,0.158,9,5
16,464,1.813,0.144,26,5
9,90,1.111,0.144,2,5
306,142290,1.52,0.055,2925,5
49,3871,1.612,0.084,44,5
31,3255,3.387,0.224,136,5
83,26145,3.795,0.295,839,5
83,26062,3.783,0.282,838,5
33,924,0.848,0.098,16,5
