@relation abalone

@attribute Sex {M,F,I}
@attribute Length numeric
@attribute Diameter numeric
@attribute Height numeric
@attribute Whole_weight numeric
@attribute Shucked_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
I,0.335,0.26,0.09,0.1835,0.078,11
M,0.67,0.545,0.2,1.7025,0.833,11
M,0.585,0.51,0.16,1.218,0.639,11
F,0.68,0.55,0.19,1.807,0.8225,11
M,0.645,0.525,0.16,1.5075,0.7455,11
M,0.63,0.485,0.18,1.2435,0.5175,11
F,0.62,0.51,0.18,1.3315,0.594,11
I,0.535,0.45,0.17,0.781,0.3055,11
M,0.625,0.495,0.185,1.3835,0.7105,11
M,0.45,0.335,0.14,0.478,0.1865,11
M,0.68,0.54,0.195,1.7825,0.5565,11
F,0.45,0.35,0.125,0.4435,0.185,11
I,0.63,0.465,0.15,1.0315,0.4265,11
M,0.65,0.525,0.19,1.3685,0.5975,11
M,0.645,0.52,0.175,1.636,0.779,11
M,0.73,0.575,0.21,2.069,0.9285,11
I,0.56,0.44,0.155,0.811,0.3685,11
F,0.68,0.51,0.2,1.6075,0.714,11
M,0.525,0.4,0.13,0.8295,0.2405,11
F,0.72,0.545,0.185,1.7185,0.7925,11
F,0.63,0.475,0.15,1.172,0.536,11
I,0.555,0.425,0.18,0.875,0.3695,11
F,0.585,0.42,0.155,1.034,0.437,11
F,0.585,0.485,0.15,1.079,0.4145,11
M,0.67,0.525,0.165,1.6085,0.682,11
F,0.68,0.56,0.195,1.7775,0.861,11
I,0.47,0.35,0.135,0.567,0.2315,11
M,0.735,0.57,0.175,1.88,0.9095,11
M,0.72,0.56,0.18,1.5865,0.691,11
F,0.645,0.5,0.2,1.4285,0.639,11
F,0.655,0.455,0.17,1.2895,0.587,11
M,0.56,0.455,0.165,0.86,0.4015,11
M,0.465,0.35,0.12,0.5205,0.2015,11
F,0.615,0.525,0.155,1.0385,0.427,11
I,0.555,0.435,0.145,0.6975,0.262,11
M,0.41,0.31,0.125,0.3595,0.1415,11
F,0.625,0.515,0.155,1.1635,0.4875,11
M,0.59,0.44,0.15,0.9555,0.366,11
M,0.625,0.47,0.18,1.136,0.451,11
M,0.635,0.49,0.175,1.375,0.623,11
F,0.495,0.375,0.15,0.597,0.2615,11
M,0.505,0.4,0.13,0.764,0.3035,11
I,0.55,0.445,0.125,0.672,0.288,11
I,0.52,0.41,0.14,0.5995,0.242,11
F,0.595,0.47,0.155,1.121,0.4515,11
M,0.645,0.51,0.155,1.539,0.6405,11
M,0.65,0.525,0.175,1.4715,0.675,11
F,0.52,0.41,0.115,0.807,0.2855,12
F,0.625,0.48,0.155,1.2035,0.5865,12
F,0.645,0.51,0.18,1.6195,0.7815,12
F,0.475,0.365,0.13,0.4805,0.1905,12
M,0.505,0.4,0.155,0.8415,0.2715,12
I,0.56,0.44,0.17,0.9445,0.3545,12
I,0.435,0.33,0.125,0.406,0.1685,12
F,0.72,0.565,0.17,1.613,0.723,12
M,0.565,0.45,0.14,1.0055,0.3785,12
F,0.575,0.45,0.12,0.9585,0.447,12
F,0.65,0.565,0.2,1.6645,0.753,12
I,0.56,0.44,0.165,0.8,0.335,12
F,0.66,0.53,0.185,1.3485,0.493,12
F,0.68,0.505,0.17,1.3435,0.657,12
F,0.53,0.4,0.165,0.772,0.2855,12
I,0.62,0.485,0.18,1.154,0.4935,12
F,0.565,0.45,0.16,0.795,0.3605,12
M,0.46,0.355,0.11,0.415,0.215,12
I,0.57,0.445,0.145,0.7405,0.306,12
F,0.62,0.515,0.155,1.3255,0.6685,12
F,0.61,0.48,0.16,1.234,0.598,12
F,0.71,0.555,0.17,1.47,0.5375,12
M,0.59,0.445,0.14,0.931,0.356,12
M,0.63,0.495,0.16,1.093,0.497,12
F,0.45,0.345,0.115,0.496,0.1905,12
F,0.655,0.545,0.165,1.6225,0.6555,12
M,0.765,0.6,0.22,2.302,1.007,12
M,0.635,0.5,0.165,1.273,0.6535,12
F,0.64,0.52,0.175,1.248,0.4245,12
M,0.46,0.375,0.135,0.4935,0.186,12
M,0.62,0.495,0.18,1.2555,0.5765,12
M,0.665,0.52,0.175,1.3725,0.606,12
M,0.575,0.45,0.165,0.9215,0.3275,12
F,0.72,0.575,0.215,2.1,0.8565,12
M,0.55,0.46,0.13,0.7085,0.305,12
F,0.475,0.375,0.15,0.559,0.1955,12
F,0.57,0.465,0.18,1.295,0.339,12
I,0.485,0.355,0.13,0.581,0.245,12
M,0.585,0.455,0.155,1.133,0.5515,12
M,0.415,0.315,0.125,0.388,0.068,12
F,0.69,0.54,0.195,1.2525,0.73,12
F,0.5,0.4,0.145,0.63,0.234,12
M,0.72,0.565,0.2,2.1055,1.017,12
F,0.48,0.38,0.135,0.507,0.1915,12
M,0.65,0.51,0.175,1.446,0.6485,12
F,0.705,0.57,0.18,1.5345,0.96,12
M,0.47,0.37,0.135,0.547,0.222,12
F,0.58,0.44,0.18,0.854,0.3665,12
F,0.74,0.565,0.205,2.119,0.9655,12
F,0.505,0.385,0.135,0.6185,0.251,12
F,0.615,0.475,0.165,1.023,0.4905,12
M,0.65,0.51,0.175,1.155,0.4955,12
I,0.435,0.335,0.11,0.383,0.1555,12
M,0.525,0.415,0.16,0.6445,0.26,12
M,0.51,0.395,0.145,0.6185,0.216,12
M,0.595,0.47,0.175,0.991,0.382,12
F,0.61,0.49,0.17,1.137,0.4605,12
M,0.5,0.38,0.135,0.5835,0.2295,12
M,0.47,0.375,0.12,0.5565,0.226,12
F,0.47,0.355,0.14,0.433,0.1525,12
F,0.585,0.415,0.155,0.6985,0.3,12
M,0.645,0.5,0.175,1.286,0.5645,12
M,0.63,0.47,0.15,1.1355,0.539,12
M,0.775,0.63,0.25,2.7795,1.3485,12
M,0.605,0.445,0.14,0.982,0.4295,12
F,0.735,0.565,0.205,2.1275,0.949,12
F,0.66,0.5,0.155,1.3765,0.6485,12
F,0.51,0.395,0.12,0.6175,0.262,12
I,0.45,0.36,0.125,0.45,0.191,12
I,0.47,0.37,0.12,0.4705,0.1845,12
I,0.625,0.43,0.175,1.411,0.572,12
M,0.63,0.49,0.18,1.13,0.458,12
F,0.67,0.525,0.195,1.37,0.6065,12
M,0.68,0.535,0.185,1.607,0.7245,12
F,0.61,0.47,0.195,1.2735,0.469,12
M,0.62,0.5,0.2,1.221,0.4605,12
F,0.61,0.48,0.19,1.2955,0.5215,12
F,0.62,0.48,0.18,1.2215,0.582,12
F,0.6,0.465,0.165,0.8875,0.309,12
I,0.5,0.38,0.155,0.6675,0.2745,12
F,0.525,0.43,0.125,0.813,0.3315,12
F,0.705,0.535,0.18,1.685,0.693,12
M,0.525,0.425,0.12,0.702,0.3335,12
F,0.48,0.39,0.125,0.6905,0.219,12
M,0.635,0.5,0.17,1.4345,0.611,12
F,0.645,0.485,0.15,1.151,0.5935,12
M,0.48,0.38,0.13,0.6175,0.3,12
F,0.655,0.5,0.14,1.1705,0.5405,12
F,0.415,0.325,0.105,0.38,0.1595,12
F,0.525,0.41,0.15,0.708,0.274,12
F,0.585,0.455,0.165,0.998,0.345,12
M,0.68,0.54,0.19,1.623,0.7165,12
M,0.595,0.47,0.15,0.8915,0.359,12
M,0.72,0.6,0.235,2.2385,0.984,12
M,0.385,0.285,0.105,0.2905,0.1215,12
F,0.645,0.48,0.19,1.371,0.6925,12
F,0.64,0.5,0.17,1.12,0.4955,12
M,0.665,0.525,0.18,1.429,0.6715,12
M,0.61,0.485,0.175,1.2445,0.544,12
M,0.665,0.515,0.2,1.2695,0.5115,12
F,0.565,0.45,0.135,0.9885,0.387,12
F,0.73,0.575,0.185,1.8795,0.931,12
F,0.615,0.5,0.175,1.377,0.5585,12
F,0.48,0.375,0.105,0.525,0.2185,12
M,0.55,0.45,0.155,0.7895,0.343,12
M,0.395,0.28,0.08,0.266,0.0995,12
M,0.645,0.5,0.175,1.5105,0.6735,12
F,0.645,0.52,0.19,1.3105,0.58,12
M,0.745,0.575,0.2,1.884,0.954,12
F,0.565,0.44,0.16,0.915,0.354,12
M,0.41,0.325,0.12,0.3745,0.158,12
M,0.45,0.36,0.16,0.567,0.174,12
I,0.55,0.42,0.135,0.816,0.3995,12
F,0.595,0.465,0.14,1.113,0.5175,12
F,0.66,0.5,0.165,1.1905,0.4585,12
F,0.59,0.455,0.165,1.161,0.38,12
I,0.535,0.41,0.155,0.6315,0.2745,12
M,0.63,0.485,0.145,1.062,0.5065,12
F,0.615,0.495,0.16,1.255,0.5815,12
F,0.7,0.545,0.13,1.556,0.6725,12
M,0.57,0.45,0.16,0.8615,0.3725,12
I,0.375,0.28,0.1,0.2565,0.1165,12
M,0.605,0.47,0.16,1.1735,0.4975,12
F,0.635,0.5,0.175,1.477,0.684,12
M,0.7,0.575,0.19,2.273,1.095,12
F,0.61,0.47,0.16,1.017,0.426,12
I,0.625,0.47,0.155,1.1955,0.643,12
M,0.63,0.505,0.175,1.221,0.555,12
F,0.675,0.565,0.195,1.8375,0.7645,12
M,0.64,0.585,0.195,1.647,0.7225,12
F,0.56,0.46,0.18,0.97,0.342,12
F,0.5,0.385,0.115,0.6785,0.2945,12
F,0.595,0.465,0.155,1.026,0.4645,12
M,0.635,0.525,0.16,1.195,0.5435,12
M,0.605,0.5,0.175,1.098,0.4765,12
M,0.495,0.385,0.135,0.709,0.211,12
M,0.735,0.59,0.205,2.087,0.909,12
M,0.395,0.295,0.115,0.316,0.1205,12
F,0.585,0.475,0.185,0.8575,0.3465,12
F,0.675,0.525,0.17,1.8095,0.784,12
F,0.505,0.375,0.18,0.568,0.2325,12
F,0.57,0.44,0.125,0.865,0.3675,12
M,0.51,0.4,0.13,0.6435,0.27,12
M,0.59,0.46,0.13,1.102,0.455,12
M,0.5,0.4,0.13,0.6645,0.258,12
M,0.5,0.38,0.155,0.5955,0.2135,12
F,0.575,0.45,0.1,0.9315,0.431,12
F,0.69,0.55,0.2,1.569,0.687,12
F,0.74,0.575,0.22,2.012,0.8915,12
M,0.62,0.48,0.15,1.266,0.6285,12
M,0.53,0.435,0.135,0.7365,0.3275,12
M,0.65,0.51,0.175,1.3165,0.6345,12
M,0.505,0.395,0.135,0.5915,0.288,12
M,0.63,0.49,0.16,1.09,0.407,12
M,0.58,0.465,0.16,1.0345,0.315,12
F,0.61,0.485,0.15,1.2405,0.6025,12
F,0.61,0.495,0.185,1.1085,0.3705,12
M,0.62,0.485,0.155,1.0295,0.425,12
M,0.495,0.38,0.135,0.6295,0.263,12
M,0.545,0.44,0.12,0.8565,0.3475,12
F,0.575,0.48,0.15,0.8745,0.375,12
M,0.505,0.405,0.14,0.875,0.2665,12
F,0.505,0.38,0.145,0.651,0.2935,12
F,0.705,0.555,0.195,1.7525,0.7105,12
F,0.515,0.435,0.17,0.631,0.2765,12
F,0.515,0.395,0.14,0.686,0.281,12
F,0.64,0.505,0.19,1.2765,0.4835,12
M,0.725,0.505,0.185,1.978,1.026,12
F,0.565,0.45,0.165,0.9765,0.322,12
F,0.64,0.51,0.2,1.3905,0.61,12
M,0.61,0.48,0.165,1.244,0.6345,12
M,0.645,0.495,0.19,1.539,0.6115,12
M,0.735,0.555,0.22,2.333,1.2395,12
F,0.605,0.47,0.16,1.0835,0.5405,12
F,0.575,0.45,0.16,0.9775,0.3135,12
M,0.69,0.53,0.21,1.583,0.7355,12
M,0.645,0.51,0.19,1.4865,0.6445,12
F,0.63,0.505,0.165,1.065,0.4595,12
M,0.6,0.475,0.16,1.164,0.5045,12
F,0.425,0.325,0.135,0.382,0.1465,12
F,0.52,0.41,0.155,0.727,0.291,12
M,0.54,0.415,0.145,0.74,0.2635,12
F,0.67,0.53,0.205,1.4015,0.643,12
M,0.52,0.385,0.115,0.669,0.2385,12
F,0.655,0.515,0.2,1.494,0.7255,12
F,0.69,0.525,0.19,1.492,0.6425,12
F,0.62,0.5,0.175,1.186,0.4985,12
F,0.505,0.39,0.175,0.692,0.267,12
M,0.62,0.51,0.175,1.615,0.5105,12
M,0.555,0.44,0.15,0.755,0.307,12
F,0.38,0.305,0.105,0.281,0.1045,12
M,0.69,0.525,0.2,1.7825,0.9165,12
F,0.71,0.53,0.195,1.8745,0.6755,12
M,0.74,0.58,0.205,2.381,0.8155,12
F,0.595,0.455,0.155,1.0605,0.5135,12
M,0.715,0.55,0.19,2.0045,1.0465,12
M,0.765,0.585,0.18,2.398,1.128,12
F,0.66,0.535,0.175,1.5175,0.711,12
F,0.585,0.465,0.17,0.9915,0.3865,12
I,0.62,0.48,0.18,1.1305,0.5285,12
F,0.49,0.39,0.135,0.59,0.215,12
F,0.395,0.3,0.105,0.3375,0.1435,12
F,0.44,0.345,0.17,0.4085,0.15,12
F,0.72,0.575,0.18,1.6705,0.732,12
F,0.59,0.465,0.15,0.997,0.392,12
F,0.5,0.405,0.15,0.5965,0.253,12
F,0.565,0.44,0.155,0.9395,0.4275,12
M,0.715,0.52,0.18,1.6,0.708,12
F,0.645,0.51,0.2,1.5675,0.621,12
F,0.52,0.405,0.125,0.6435,0.2415,12
M,0.55,0.41,0.15,0.785,0.282,12
M,0.625,0.5,0.18,1.3705,0.645,12
M,0.56,0.46,0.235,0.8395,0.3325,12
F,0.565,0.505,0.21,1.2765,0.501,12
M,0.62,0.465,0.185,1.274,0.579,12
M,0.455,0.345,0.125,0.44,0.169,12
M,0.54,0.42,0.155,0.7385,0.3515,12
F,0.595,0.45,0.165,1.081,0.49,12
M,0.62,0.51,0.175,1.1505,0.4375,12
I,0.605,0.495,0.145,1.054,0.369,12
F,0.405,0.325,0.11,0.3575,0.145,12
F,0.57,0.45,0.16,0.9715,0.3965,12
I,0.415,0.325,0.115,0.3285,0.1405,12
M,0.67,0.505,0.16,1.2585,0.6255,12
M,0.35,0.265,0.09,0.1775,0.0575,12
F,0.65,0.5,0.165,1.1445,0.485,12
F,0.565,0.45,0.185,0.9285,0.302,12
F,0.635,0.51,0.185,1.286,0.526,12
M,0.72,0.575,0.215,2.173,0.9515,12
F,0.525,0.44,0.15,0.8425,0.3685,12
M,0.75,0.595,0.205,2.2205,1.083,12
M,0.6,0.45,0.15,0.8665,0.3695,12
M,0.52,0.4,0.165,0.8565,0.2745,12
F,0.68,0.5,0.185,1.741,0.7665,12
M,0.65,0.515,0.185,1.3745,0.75,12
M,0.695,0.525,0.175,1.742,0.696,12
I,0.44,0.35,0.135,0.435,0.1815,12
F,0.655,0.505,0.19,1.3485,0.5935,12
M,0.77,0.62,0.195,2.5155,1.1155,12
F,0.66,0.525,0.205,1.3665,0.5005,18
M,0.635,0.51,0.155,1.156,0.428,18
M,0.66,0.505,0.2,1.6305,0.4865,18
F,0.635,0.5,0.18,1.312,0.529,18
M,0.64,0.505,0.165,1.4435,0.6145,18
M,0.52,0.435,0.195,0.973,0.2985,18
M,0.57,0.475,0.195,1.0295,0.4635,18
F,0.64,0.54,0.175,1.571,0.627,18
I,0.525,0.41,0.175,0.874,0.3585,18
F,0.545,0.405,0.175,0.98,0.2585,18
M,0.7,0.53,0.19,1.3185,0.548,18
F,0.645,0.525,0.19,1.8085,0.7035,18
M,0.645,0.485,0.155,1.489,0.5915,18
F,0.58,0.455,0.155,0.8365,0.315,18
M,0.615,0.48,0.19,1.36,0.5305,18
M,0.48,0.395,0.15,0.6815,0.2145,18
M,0.565,0.455,0.17,0.9065,0.342,18
M,0.605,0.475,0.16,1.616,0.5495,18
F,0.655,0.53,0.19,1.428,0.493,18
F,0.565,0.455,0.15,0.8205,0.365,18
F,0.465,0.35,0.13,0.494,0.1945,18
M,0.61,0.5,0.24,1.642,0.532,18
F,0.565,0.48,0.175,0.957,0.3885,18
F,0.6,0.475,0.18,1.162,0.511,18
M,0.665,0.525,0.165,1.338,0.5515,18
M,0.545,0.41,0.145,0.873,0.3035,18
M,0.425,0.315,0.125,0.3525,0.1135,18
M,0.525,0.425,0.12,0.8665,0.2825,18
I,0.495,0.37,0.125,0.4775,0.185,18
I,0.65,0.525,0.18,1.626,0.597,18
F,0.645,0.49,0.19,1.3065,0.479,18
F,0.725,0.56,0.21,2.141,0.65,18
M,0.71,0.54,0.165,1.959,0.7665,18
I,0.58,0.49,0.195,1.3165,0.5305,18
I,0.485,0.38,0.14,0.673,0.2175,18
F,0.5,0.405,0.14,0.6735,0.265,18
F,0.575,0.45,0.17,1.0475,0.3775,18
F,0.57,0.45,0.175,0.9555,0.38,18
F,0.675,0.555,0.205,1.925,0.713,13
M,0.57,0.44,0.155,1.116,0.4775,13
F,0.665,0.57,0.185,1.522,0.6965,13
F,0.475,0.4,0.115,0.541,0.186,13
F,0.53,0.425,0.13,0.717,0.2115,13
M,0.57,0.42,0.155,1.008,0.377,13
M,0.725,0.575,0.24,2.21,1.351,13
I,0.425,0.345,0.125,0.425,0.16,13
M,0.475,0.395,0.135,0.592,0.2465,13
F,0.625,0.495,0.16,1.234,0.6335,13
M,0.64,0.5,0.175,1.273,0.5065,13
I,0.51,0.4,0.15,0.745,0.2865,13
M,0.69,0.515,0.18,1.8445,0.9815,13
F,0.675,0.55,0.19,1.551,0.7105,13
F,0.465,0.39,0.11,0.6355,0.1815,13
M,0.62,0.49,0.17,1.2105,0.5185,13
I,0.48,0.37,0.12,0.514,0.2075,13
F,0.485,0.375,0.145,0.5885,0.2385,13
F,0.49,0.39,0.135,0.5785,0.2465,13
F,0.6,0.505,0.19,1.129,0.4385,13
F,0.65,0.515,0.195,1.4005,0.5195,13
M,0.62,0.515,0.175,1.221,0.535,13
M,0.415,0.345,0.135,0.3865,0.128,13
F,0.46,0.355,0.13,0.458,0.192,13
F,0.59,0.485,0.205,1.2315,0.4525,13
M,0.55,0.42,0.17,0.8465,0.336,13
M,0.575,0.455,0.185,1.156,0.5525,13
F,0.67,0.545,0.175,1.707,0.6995,13
F,0.7,0.575,0.205,1.773,0.605,13
M,0.675,0.525,0.16,1.2835,0.572,13
M,0.5,0.4,0.165,0.825,0.254,13
I,0.48,0.39,0.15,0.6275,0.276,13
F,0.62,0.51,0.15,1.456,0.581,13
M,0.595,0.465,0.175,1.115,0.4015,13
F,0.585,0.42,0.155,0.9845,0.442,13
F,0.535,0.45,0.135,0.8075,0.322,13
M,0.55,0.435,0.16,0.906,0.342,13
F,0.545,0.445,0.175,0.8525,0.3465,13
M,0.625,0.47,0.145,1.7855,0.675,13
F,0.575,0.46,0.19,0.994,0.392,13
F,0.475,0.35,0.115,0.487,0.194,13
M,0.555,0.445,0.135,0.836,0.336,13
M,0.555,0.43,0.165,0.7575,0.2735,13
F,0.52,0.425,0.145,0.7,0.207,13
M,0.695,0.55,0.22,1.5515,0.566,13
M,0.645,0.515,0.24,1.5415,0.471,13
I,0.52,0.4,0.145,0.66,0.267,13
M,0.49,0.39,0.14,0.707,0.2795,13
M,0.55,0.43,0.16,0.9295,0.317,13
M,0.575,0.44,0.16,0.9615,0.483,13
M,0.49,0.38,0.14,0.6385,0.2305,13
I,0.615,0.46,0.19,1.066,0.4335,13
F,0.475,0.375,0.14,0.501,0.192,13
F,0.535,0.4,0.15,0.8045,0.3345,13
F,0.45,0.35,0.135,0.56,0.231,13
F,0.625,0.475,0.13,0.8595,0.3195,13
M,0.67,0.51,0.18,1.68,0.926,13
M,0.515,0.4,0.125,0.955,0.341,13
F,0.735,0.565,0.225,2.037,0.87,13
F,0.675,0.55,0.175,1.689,0.694,13
M,0.6,0.48,0.175,1.229,0.4125,13
F,0.5,0.385,0.13,0.768,0.2625,13
M,0.485,0.41,0.15,0.696,0.2405,13
F,0.705,0.545,0.18,1.5395,0.6075,13
I,0.575,0.455,0.18,0.8525,0.3015,13
F,0.65,0.51,0.155,1.189,0.483,13
M,0.59,0.47,0.18,1.1235,0.4205,13
M,0.7,0.55,0.2,1.523,0.693,13
F,0.51,0.39,0.105,0.612,0.187,13
F,0.51,0.4,0.13,0.5735,0.219,13
F,0.66,0.525,0.16,1.277,0.4975,13
M,0.57,0.415,0.13,0.88,0.4275,13
M,0.465,0.355,0.125,0.5255,0.2025,13
M,0.605,0.465,0.165,1.056,0.4215,13
M,0.695,0.58,0.2,1.8995,0.675,13
F,0.45,0.36,0.125,0.4995,0.2035,13
M,0.62,0.48,0.16,1.0765,0.412,13
M,0.655,0.535,0.205,1.6445,0.7305,13
F,0.645,0.525,0.2,1.449,0.601,13
F,0.39,0.3,0.1,0.265,0.1075,13
M,0.575,0.47,0.15,1.1415,0.4515,13
M,0.505,0.38,0.13,0.656,0.227,13
I,0.46,0.355,0.14,0.4935,0.216,13
I,0.515,0.42,0.135,0.711,0.337,13
F,0.67,0.52,0.19,1.32,0.5235,13
I,0.615,0.49,0.155,0.9885,0.4145,13
M,0.505,0.4,0.125,0.77,0.2735,13
M,0.555,0.44,0.135,0.9025,0.3805,13
I,0.32,0.245,0.08,0.1585,0.0635,13
F,0.695,0.525,0.205,1.8185,0.819,13
M,0.63,0.53,0.175,1.4135,0.667,13
M,0.545,0.42,0.13,0.879,0.374,13
M,0.71,0.55,0.2,1.9045,0.882,13
F,0.605,0.45,0.195,1.098,0.481,13
M,0.7,0.55,0.195,1.6245,0.675,13
M,0.685,0.52,0.15,1.343,0.4635,13
M,0.62,0.49,0.19,1.218,0.5455,13
F,0.58,0.475,0.165,1.0385,0.414,13
F,0.64,0.475,0.19,1.151,0.4365,13
F,0.56,0.43,0.125,0.8025,0.313,13
M,0.68,0.54,0.21,1.7885,0.8345,13
F,0.59,0.475,0.16,1.1015,0.4775,13
F,0.72,0.575,0.17,1.9335,0.913,13
M,0.5,0.415,0.165,0.6885,0.249,13
F,0.67,0.52,0.15,1.406,0.519,13
M,0.455,0.355,0.135,0.4745,0.1865,13
I,0.44,0.345,0.1,0.366,0.122,13
M,0.54,0.415,0.13,0.8245,0.272,13
F,0.695,0.55,0.16,1.6365,0.694,13
M,0.615,0.49,0.17,1.145,0.4915,13
F,0.645,0.5,0.17,1.1845,0.4805,13
I,0.515,0.4,0.12,0.659,0.2705,13
F,0.55,0.41,0.145,0.8285,0.3095,13
M,0.6,0.485,0.175,1.2675,0.4995,13
M,0.495,0.415,0.165,0.7485,0.264,13
F,0.455,0.365,0.11,0.385,0.166,13
M,0.62,0.475,0.185,1.325,0.6045,13
F,0.66,0.53,0.17,1.326,0.519,13
M,0.65,0.525,0.205,1.4275,0.69,13
F,0.5,0.4,0.15,0.8085,0.273,13
M,0.545,0.42,0.125,0.9745,0.353,13
F,0.605,0.46,0.17,1.122,0.347,13
M,0.59,0.475,0.155,0.857,0.356,13
M,0.7,0.54,0.205,1.74,0.7885,13
F,0.49,0.4,0.145,0.6635,0.21,13
F,0.605,0.485,0.16,1.222,0.53,13
F,0.435,0.35,0.11,0.384,0.143,13
M,0.74,0.605,0.2,2.4925,1.1455,13
M,0.58,0.46,0.13,0.921,0.357,13
F,0.605,0.45,0.165,1.2225,0.357,13
M,0.555,0.455,0.16,1.0575,0.3925,13
F,0.655,0.5,0.22,1.359,0.642,13
F,0.575,0.46,0.165,1.124,0.2985,13
I,0.49,0.385,0.115,0.683,0.3265,13
M,0.545,0.41,0.14,0.625,0.223,13
F,0.45,0.35,0.145,0.5425,0.1765,13
M,0.74,0.535,0.185,1.65,0.734,13
M,0.695,0.545,0.185,1.5715,0.6645,13
F,0.605,0.495,0.17,1.0915,0.4365,13
M,0.555,0.425,0.13,0.7665,0.264,13
F,0.59,0.445,0.13,1.1325,0.3825,13
F,0.58,0.455,0.17,0.9075,0.374,13
I,0.605,0.47,0.14,0.939,0.3385,13
M,0.58,0.45,0.175,1.068,0.425,13
M,0.515,0.42,0.14,0.769,0.2505,13
M,0.535,0.405,0.175,1.2705,0.548,13
F,0.645,0.5,0.18,1.2785,0.5345,13
M,0.625,0.465,0.14,1.195,0.4825,13
M,0.76,0.605,0.215,2.173,0.801,13
I,0.445,0.33,0.1,0.437,0.163,13
F,0.72,0.575,0.215,2.226,0.8955,13
F,0.595,0.5,0.18,1.053,0.4405,13
M,0.455,0.345,0.15,0.5795,0.1685,13
M,0.53,0.425,0.11,0.739,0.237,13
F,0.7,0.575,0.205,1.7975,0.7295,13
F,0.555,0.42,0.14,0.868,0.33,13
F,0.51,0.38,0.13,0.584,0.224,13
M,0.63,0.515,0.155,1.259,0.4105,13
M,0.535,0.435,0.155,0.8915,0.3415,13
F,0.59,0.465,0.16,1.1005,0.506,13
F,0.54,0.435,0.175,0.892,0.322,13
M,0.655,0.525,0.18,1.402,0.624,13
I,0.575,0.475,0.17,0.967,0.3775,13
I,0.44,0.34,0.125,0.4895,0.1735,13
I,0.62,0.485,0.18,1.1785,0.4675,13
M,0.675,0.525,0.185,1.587,0.6935,13
F,0.515,0.415,0.13,0.764,0.276,13
F,0.56,0.435,0.125,0.8775,0.3345,13
F,0.62,0.5,0.175,1.146,0.477,13
M,0.65,0.515,0.18,1.3315,0.5665,13
F,0.595,0.495,0.185,1.285,0.416,13
F,0.525,0.415,0.15,0.7155,0.2355,13
I,0.575,0.45,0.17,0.9315,0.358,13
M,0.71,0.56,0.175,1.724,0.566,13
M,0.525,0.41,0.165,0.8005,0.2635,13
M,0.565,0.435,0.185,0.9815,0.329,13
F,0.69,0.545,0.205,1.933,0.7855,13
F,0.525,0.415,0.17,0.8325,0.2755,13
M,0.47,0.375,0.13,0.5795,0.2145,13
M,0.655,0.53,0.195,1.388,0.567,13
F,0.58,0.455,0.165,1.1365,0.369,13
F,0.405,0.31,0.12,0.3095,0.138,13
M,0.55,0.425,0.155,0.9175,0.2775,13
I,0.395,0.295,0.09,0.3025,0.143,5
I,0.3,0.22,0.065,0.1195,0.052,5
I,0.29,0.215,0.06,0.1115,0.053,5
I,0.21,0.15,0.055,0.0465,0.017,5
I,0.33,0.205,0.095,0.1595,0.077,5
M,0.285,0.215,0.075,0.106,0.0415,5
I,0.27,0.2,0.07,0.1,0.034,5
I,0.305,0.215,0.065,0.1075,0.044,5
I,0.275,0.175,0.09,0.2315,0.096,5
I,0.175,0.13,0.055,0.0315,0.0105,5
I,0.215,0.155,0.06,0.0525,0.021,5
I,0.265,0.205,0.07,0.1055,0.039,5
I,0.275,0.205,0.065,0.101,0.041,5
I,0.26,0.215,0.08,0.099,0.037,5
I,0.19,0.13,0.045,0.0265,0.009,5
I,0.285,0.21,0.055,0.101,0.0415,5
I,0.33,0.25,0.075,0.1405,0.056,5
F,0.36,0.27,0.09,0.1885,0.0845,5
I,0.185,0.135,0.04,0.027,0.0105,5
I,0.395,0.3,0.09,0.2855,0.1385,5
I,0.25,0.19,0.065,0.0835,0.039,5
I,0.25,0.185,0.065,0.071,0.027,5
I,0.27,0.19,0.06,0.099,0.0445,5
I,0.255,0.19,0.06,0.086,0.04,5
M,0.175,0.135,0.04,0.0305,0.011,5
I,0.24,0.175,0.055,0.0705,0.025,5
I,0.275,0.205,0.07,0.1055,0.495,5
I,0.28,0.2,0.075,0.1225,0.0545,5
I,0.265,0.21,0.06,0.0965,0.0425,5
I,0.285,0.21,0.07,0.109,0.044,5
I,0.305,0.22,0.07,0.141,0.062,5
I,0.24,0.175,0.045,0.07,0.0315,5
I,0.315,0.235,0.08,0.18,0.08,5
I,0.315,0.21,0.06,0.125,0.06,5
I,0.29,0.215,0.065,0.0985,0.0425,5
M,0.375,0.305,0.09,0.3245,0.1395,5
I,0.27,0.195,0.065,0.1065,0.0475,5
I,0.255,0.19,0.07,0.0815,0.028,5
I,0.295,0.23,0.08,0.1625,0.065,5
I,0.365,0.255,0.08,0.1985,0.0785,5
M,0.28,0.2,0.08,0.0915,0.033,5
I,0.325,0.245,0.075,0.1495,0.0605,5
I,0.44,0.34,0.105,0.369,0.164,5
F,0.29,0.225,0.075,0.14,0.0515,5
I,0.385,0.3,0.09,0.247,0.1225,5
I,0.215,0.165,0.055,0.059,0.0265,5
