@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute Mean_tr numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
10,260,2.6,2.33,39,1
8,128,2,1.91,22,1
6,618,17.167,1.23,124,1
7,805,16.429,1.72,128,1
10,190,1.9,8.85,13,1
9,2745,33.889,1.4,375,1
10,640,6.4,2.8,109,1
8,104,1.625,2.32,22,1
9,1494,18.444,3.08,190,1
7,819,16.714,1.26,121,1
10,2710,27.1,1.88,362,1
7,336,6.857,1.61,56,1
16,5872,22.938,5.29,427,1
9,729,9,2.22,94,1
6,576,16,3,61,1
5,80,3.2,2.08,12,1
9,207,2.556,1.35,34,1
10,5100,51,1.36,612,1
6,78,2.167,1.57,14,1
9,1350,16.667,1.75,183,1
7,154,3.143,1.85,33,1
7,98,2,1.18,22,1
6,408,11.333,1.15,91,1
24,4080,7.083,17.04,223,1
10,2790,27.9,2.7,389,1
8,224,3.5,1.93,30,1
9,1512,18.667,1.89,214,1
10,490,4.9,3.11,93,1
9,108,1.333,1.63,27,1
9,1026,12.667,1.86,150,1
9,1503,18.556,2.88,197,1
14,5558,28.357,4.53,420,1
6,276,7.667,1.48,60,1
8,1464,22.875,1.43,190,1
7,245,5,1.93,43,1
5,145,5.8,2.36,33,1
11,462,3.818,1.93,68,1
12,804,5.583,2.99,101,1
7,847,17.286,1.54,149,1
6,78,2.167,1.57,14,1
8,1216,19,1.27,191,1
34,3876,3.353,2.59,157,1
1,14,14,12,1,2
1,13,13,13,1,2
1,52,52,51,1,2
2,224,56,55.5,2,2
1,39,39,8.75,4,2
1,18,18,17,1,2
1,70,70,22,3,2
2,12,3,4,2,2
1,14,14,14,1,2
1,52,52,14,2,2
1,126,126,125,1,2
2,96,24,30,2,2
2,92,23,18,3,2
1,14,14,14,1,2
1,288,288,1.02,120,2
1,40,40,40,1,2
1,75,75,5.55,11,2
2,950,237.5,95.8,5,2
1,106,106,15.17,6,2
1,8,8,8,1,2
1,136,136,32.75,4,2
2,124,31,11.2,5,2
1,283,283,140.5,2,2
2,1070,267.5,24.29,24,2
1,12,12,4,2,2
1,117,117,38,3,2
2,126,31.5,10.75,4,2
4,76,4.75,5.25,4,2
4,776,48.5,34,6,2
10,20,0.2,11,1,2
2,32,8,2.67,3,2
2,650,162.5,28.64,11,2
1,19,19,3.67,3,2
3,33,3.667,3,4,2
2,36,9,26,1,2
3,1623,180.33,88.62,13,2
3,1389,154.33,13.7,30,2
1,46,46,1.38,8,2
1,42,42,2.6,5,2
7,98,2,10,1,2
2,12,3,4,2,2
2,100,25,15.33,3,2
1,187,187,25.71,7,2
3,1632,181.33,16.12,33,2
11,4697,38.818,189.79,14,2
8,1848,28.875,179,9,2
1,47,47,25,1,2
6,282,7.833,57,1,2
1,18,18,3,3,2
1,94,94,3.31,16,2
3,348,38.667,33.5,4,2
1,15,15,13,1,2
3,339,37.667,13.9,10,2
3,1608,178.67,61,9,2
1,15,15,6.5,2,2
1,19,19,4,3,2
1,19,19,3.75,4,2
1,184,184,44.5,4,2
19,8778,24.316,16.88,272,2
1,102,102,24.5,4,2
5,35,1.4,7,1,2
1,77,77,5.17,6,2
1,51,51,2.4,10,2
1,63,63,63,1,2
1,148,148,47.33,3,2
3,1650,183.33,27.15,20,2
1,193,193,2.97,37,2
1,45,45,5.67,6,2
2,408,102,10.5,16,2
5,1665,66.6,36.65,17,2
2,1072,268,41.08,13,2
1,186,186,9.06,17,2
1,114,114,21.4,5,2
4,2096,131,40.57,28,2
1,214,214,214,1,2
3,549,61,29.78,9,2
2,44,11,15.5,2,2
1,235,235,27.13,8,2
1,13,13,13,1,2
2,36,9,24,1,2
1,32,32,5.75,4,2
1,44,44,20,2,2
2,1070,267.5,117.8,5,2
11,2772,22.909,63.75,4,2
5,640,25.6,162,3,2
2,200,50,11.5,8,2
5,550,22,100.33,3,2
1,17,17,6.5,2,2
2,1074,268.5,26.57,21,2
1,14,14,14,1,2
8,128,2,2.55,20,2
1,17,17,4.67,3,2
2,314,78.5,26.5,6,2
1,17,17,16,1,2
1,28,28,3,5,2
2,50,12.5,4.5,4,2
6,234,6.5,45,1,2
1,278,278,29.22,9,2
1,65,65,3,14,2
1,14,14,13,1,2
2,1070,267.5,11.75,59,2
2,48,12,3.4,5,2
2,1076,269,29.32,19,2
1,35,35,10,3,2
1,33,33,33,1,2
1,70,70,70,1,2
12,3336,23.167,15.91,23,2
1,161,161,1.02,65,2
1,11,11,11,1,2
10,5530,55.3,21.3,207,2
1,29,29,29,1,2
1,54,54,17,3,2
1,17,17,7.5,2,2
1,180,180,88.5,2,2
1,52,52,25,2,2
1,9,9,9,1,2
1,44,44,5.33,6,2
1,32,32,1.88,8,2
3,387,43,11.8,10,2
2,202,50.5,10.9,10,2
3,1611,179,71.13,8,2
2,398,99.5,32.17,6,2
1,46,46,12,3,2
2,830,207.5,16.76,25,2
1,124,124,7.86,7,2
1,19,19,4.33,3,2
2,1070,267.5,40.2,15,2
3,1500,166.67,19.28,29,2
1,44,44,2.2,5,2
2,1074,268.5,22.19,26,2
1,107,107,18.6,5,2
2,1074,268.5,21.27,30,2
1,48,48,10.5,4,2
2,128,32,3.93,14,2
1,78,78,24.67,3,2
3,777,86.333,67.82,11,2
3,1614,179.33,22.11,27,2
1,206,206,204,1,2
37,37,0.027,37,1,2
7,7,0.143,7,1,2
1,28,28,2.17,6,2
2,128,32,17,4,2
2,246,61.5,123,1,2
2,1072,268,24.36,25,2
1,36,36,5.25,4,2
1,27,27,1.83,6,2
2,36,9,29,1,2
1,52,52,10.25,4,2
2,104,26,1.5,16,2
1,10,10,4,2,2
1,98,98,30.67,3,2
1,145,145,35.25,4,2
1,35,35,9.67,3,2
1,14,14,13,1,2
2,1074,268.5,62.44,9,2
1,20,20,8.5,2,2
25,7500,12,40.33,12,2
2,1074,268.5,32.11,18,2
1,69,69,4.18,11,2
2,1076,269,29.78,23,2
3,348,38.667,62,2,2
1,81,81,24.33,3,2
1,13,13,4.5,2,2
3,339,37.667,30.25,4,2
2,1072,268,30.37,19,2
1,115,115,4.6,5,2
1,277,277,137.5,2,2
4,460,28.75,17.82,11,2
1,40,40,11.67,3,2
1,413,413,412,1,2
1,58,58,9.8,5,2
2,472,118,10.27,26,2
1,27,27,1.4,5,2
2,1072,268,21.66,29,2
3,858,95.333,87,4,2
3,162,18,8.43,7,2
1,22,22,4.5,4,2
1,73,73,3.75,12,2
1,30,30,2.4,5,2
1,37,37,6,5,2
1,41,41,4.57,7,2
1,22,22,21,1,2
3,1611,179,22.24,25,2
1,22,22,1.83,6,2
1,20,20,1.38,8,2
1,13,13,3,3,2
25,4225,6.76,1.57,579,2
2,44,11,21,1,2
2,198,49.5,4.55,11,2
1,279,279,38.43,7,2
2,352,88,31,6,2
1,199,199,37.6,5,2
1,152,152,11.36,11,2
6,126,3.5,31,1,2
1,14,14,2.33,3,2
2,1072,268,30,19,2
2,40,10,27,1,2
6,852,23.667,6.53,15,2
1,13,13,5.5,2,2
1,62,62,61,1,2
1,138,138,138,1,2
1,199,199,197,1,2
1,23,23,1.6,5,2
18,6156,19,43.48,120,2
1,95,95,95,1,2
1,45,45,1.38,8,2
3,177,19.667,84,1,2
2,1074,268.5,49.82,11,2
2,892,223,17.82,22,2
1,10,10,9,1,2
1,117,117,5.75,8,2
2,40,10,29,1,2
2,44,11,33,1,2
24,12240,21.25,38.65,268,2
2,1074,268.5,16.68,40,2
7,322,6.571,8.14,7,2
2,1074,268.5,82.57,7,2
1,14,14,2,4,2
1,255,255,4.86,36,2
1,86,86,40,2,2
3,1410,156.67,23.62,21,2
1,159,159,158,1,2
1,85,85,12.5,6,2
1,28,28,27,1,2
1,172,172,1.04,77,2
1,34,34,1.71,7,2
1,45,45,21,2,2
1,69,69,8.29,7,2
1,16,16,16,1,2
3,396,44,20,10,2
1,8,8,8,1,2
1,63,63,20,3,2
1,8,8,8,1,2
1,17,17,17,1,2
2,64,16,33,1,2
9,117,1.444,4,3,2
2,98,24.5,50,1,2
1,79,79,6.86,7,2
2,40,10,31,1,2
1,11,11,11,1,2
1,43,43,9.75,4,2
1,34,34,1.07,15,2
2,1076,269,34.88,16,2
1,15,15,3.67,3,2
1,12,12,9,1,2
2,28,7,8,1,2
1,7,7,7,1,2
5,1400,56,156,7,2
1,10,10,10,1,2
1,277,277,277,1,2
1,19,19,4.67,3,2
1,11,11,10,1,2
1,11,11,4,2,2
3,777,86.333,13.29,24,2
1,71,71,2.31,16,2
1,67,67,66,1,2
3,912,101.33,42.17,12,2
1,36,36,8.67,3,2
1,10,10,10,1,2
1,39,39,1.71,7,2
1,8,8,8,1,2
17,5814,20.118,30.27,176,2
1,87,87,16,5,2
21,42,0.095,31,1,2
1,537,537,537,1,2
1,29,29,2.13,8,2
1,61,61,61,1,2
2,42,10.5,6.33,3,2
3,318,35.333,6.31,13,2
2,28,7,13,1,2
1,17,17,1.75,4,2
3,1650,183.33,15.11,37,2
1,147,147,11.55,11,2
2,1074,268.5,181.33,3,2
1,7,7,7,1,2
1,36,36,1.83,6,2
2,92,23,47,1,2
1,55,55,10.33,3,2
1,17,17,3.25,4,2
2,232,58,17.88,8,2
28,9240,11.786,31,17,2
1,196,196,64,3,2
1,9,9,8,1,2
1,379,379,60.83,6,2
1,127,127,13.67,6,2
1,8,8,7,1,2
1,14,14,4.5,2,2
17,5797,20.059,36.38,149,2
1,33,33,3.67,6,2
1,29,29,13.5,2,2
1,131,131,64,2,2
1,10,10,10,1,2
1,148,148,73,2,2
1,15,15,2,4,2
1,20,20,3,5,2
4,36,2.25,22,1,2
178,24920,0.787,21.52,664,3
163,26243,0.988,8.4,1634,3
29,899,1.069,6.93,60,3
63,4977,1.254,186.78,9,3
186,87234,2.522,22.29,1481,3
168,22680,0.804,62.81,296,3
28,868,1.107,7.49,57,3
83,12367,1.795,28.77,167,3
187,25619,0.733,29.29,786,3
28,896,1.143,7.43,58,3
29,928,1.103,6.27,64,3
28,896,1.143,7.02,59,3
29,928,1.103,7.25,61,3
93,9672,1.118,4.25,1028,3
153,24174,1.033,46.95,302,3
187,26367,0.754,4.69,2333,3
132,72204,4.144,20.66,1292,3
28,868,1.107,7.47,59,3
166,78352,2.843,17.12,1641,3
168,24360,0.863,13.06,1488,3
65,3250,0.769,245.83,6,3
128,44416,2.711,13.07,1356,3
174,81954,2.707,15.84,1756,3
95,8835,0.979,3.63,1644,3
28,896,1.143,7.05,62,3
53,53,0.019,53,1,4
13,13,0.077,13,1,4
9,9,0.111,9,1,4
11,11,0.091,11,1,4
4,8,0.5,8,1,4
10,10,0.1,10,1,4
32,32,0.031,32,1,4
5,10,0.4,7,1,4
430,2150,0.012,46.5,10,4
42,42,0.024,42,1,4
11,11,0.091,11,1,4
7,7,0.143,7,1,4
76,76,0.013,76,1,4
9,9,0.111,9,1,4
58,174,0.052,59,1,4
8,8,0.125,8,1,4
9,9,0.111,9,1,4
13,13,0.077,13,1,4
10,10,0.1,10,1,4
34,34,0.029,34,1,4
37,37,0.027,37,1,4
54,54,0.019,54,1,4
16,16,0.063,16,1,4
22,22,0.045,22,1,4
23,23,0.043,23,1,4
27,27,0.037,27,1,4
31,31,0.032,31,1,4
69,207,0.043,2.08,64,4
10,10,0.1,9,1,4
105,210,0.019,111,1,4
14,14,0.071,14,1,4
26,26,0.038,26,1,4
15,15,0.067,15,1,4
27,108,0.148,2.57,14,4
9,9,0.111,9,1,4
20,20,0.05,20,1,4
14,28,0.143,15,1,4
39,39,0.026,39,1,4
11,22,0.182,14,1,4
66,198,0.045,2.6,50,4
261,7830,0.115,2.4,205,4
1,25,25,25,1,4
19,38,0.105,31,1,4
47,47,0.021,47,1,4
18,18,0.056,18,1,4
12,24,0.167,15,1,4
5,10,0.4,8,1,4
54,54,0.019,54,1,4
17,17,0.059,17,1,4
7,7,0.143,7,1,4
31,31,0.032,31,1,4
38,38,0.026,38,1,4
8,8,0.125,8,1,4
8,8,0.125,8,1,4
9,9,0.111,9,1,4
4,8,0.5,7,1,4
12,12,0.083,12,1,4
7,14,0.286,9,1,4
7,7,0.143,7,1,4
14,14,0.071,14,1,4
9,9,0.111,9,1,4
9,9,0.111,9,1,4
98,294,0.031,141,1,4
12,12,0.083,12,1,4
7,7,0.143,7,1,4
94,188,0.021,97,1,4
25,25,0.04,25,1,4
9,9,0.111,9,1,4
117,117,0.009,117,1,4
10,10,0.1,10,1,4
6,126,3.5,1.67,15,4
8,8,0.125,8,1,4
8,8,0.125,7,1,4
27,108,0.148,2.56,16,4
84,84,0.012,84,1,4
93,372,0.043,2.89,54,4
42,294,0.167,2.18,38,4
17,34,0.118,24,1,4
55,2640,0.873,4.26,88,5
197,39006,1.005,46.93,227,5
52,2496,0.923,7.67,45,5
7,91,1.857,2,7,5
22,484,1,1.79,29,5
15,210,0.933,1.92,12,5
85,5865,0.812,1.44,674,5
24,432,0.75,2.07,29,5
21,84,0.19,3.71,7,5
6,36,1,3.5,2,5
13,169,1,3.5,6,5
31,3255,3.387,5.35,136,5
13,104,0.615,1.07,15,5
30,1830,2.033,1.88,153,5
83,26062,3.783,8.75,888,5
7,105,2.143,2.4,5,5
12,1752,12.167,26.67,6,5
7,329,6.714,5.78,9,5
31,2201,2.29,10.29,34,5
160,45760,1.788,55.42,166,5
49,3871,1.612,7.36,44,5
47,13442,6.085,4.67,526,5
8,8,0.125,7,1,5
10,70,0.7,1.57,7,5
53,2544,0.906,4.69,98,5
36,1728,1.333,3.58,69,5
6,102,2.833,2.8,5,5
6,54,1.5,4,2,5
9,36,0.444,9,1,5
54,2592,0.889,6.85,54,5
6,30,0.833,2.2,5,5
36,6192,4.778,4.84,164,5
21,1428,3.238,5.69,13,5
7,168,3.429,1.89,9,5
37,740,0.541,4.22,23,5
4,20,1.25,2.33,3,5
8,128,2,5,4,5
4,32,2,5.5,2,5
5,15,0.6,3.5,2,5
13,65,0.385,5.25,4,5
14,266,1.357,2.83,12,5
5,35,1.4,2.67,3,5
158,26386,1.057,8.24,511,5
36,3456,2.667,7.7,43,5
14,238,1.214,1.8,15,5
38,2660,1.842,19.63,8,5
83,26145,3.795,9.21,839,5
9,54,0.667,5.5,4,5
36,1548,1.194,3.07,59,5
53,2544,0.906,7.84,51,5
81,3969,0.605,2.26,199,5
17,1020,3.529,7.1,20,5
7,77,1.571,1.8,5,5
54,19278,6.611,6.22,1003,5
37,2664,1.946,7.64,42,5
5,45,1.8,1.6,5,5
9,90,1.111,6.5,2,5
43,2666,1.442,6.63,32,5
118,12390,0.89,3.33,193,5
48,19296,8.375,4.13,256,5
54,19278,6.611,6.4,901,5
16,336,1.313,1.6,20,5
12,48,0.333,2,7,5
6,30,0.833,1.75,4,5
7,63,1.286,9,1,5
30,1800,2,1.85,150,5
67,2010,0.448,2.26,150,5
9,153,1.889,3.14,7,5
19,893,2.474,3.89,18,5
28,1708,2.179,1.97,149,5
8,40,0.625,3.67,3,5
83,26062,3.783,8.77,838,5
4,28,1.75,2,4,5
91,25935,3.132,113.89,36,5
212,98368,2.189,11.84,428,5
83,22991,3.337,6.86,603,5
32,11200,10.938,3.96,401,5
6,78,2.167,4,2,5
45,3555,1.756,4.81,64,5
68,2312,0.5,2.44,213,5
20,780,1.95,3.21,34,5
101,9999,0.98,2.02,691,5
153,67626,2.889,6.27,1227,5
16,480,1.875,2.29,28,5
306,142290,1.52,2.69,2925,5
39,2730,1.795,7,35,5
31,3255,3.387,4.89,161,5
5,20,0.8,4.5,2,5
4,44,2.75,1.75,4,5
52,23972,8.865,11.52,400,5
86,5762,0.779,2.37,399,5
10,120,1.2,1.67,15,5
17,153,0.529,1.88,17,5
11,528,4.364,7.35,17,5
6,72,2,1.43,7,5
100,4900,0.49,1.77,259,5
16,64,0.25,5,2,5
311,143993,1.489,3.93,3212,5
29,1392,1.655,5.06,32,5
29,1769,2.103,1.78,120,5
8,32,0.5,7,2,5
34,850,0.735,2.06,106,5
33,924,0.848,5.69,16,5
304,140752,1.523,3.91,2273,5
