@relation phoneme

@attribute Aa numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.203,-0.401,1.49,1
0.46,0.71,-0.206,1
0.562,0.664,0.622,1
0.175,1.379,-0.728,1
0.544,1.169,-0.355,1
0.253,1.273,0.993,1
0.502,0.986,0.547,1
0.507,0.814,-0.73,1
0.35,2.188,1.632,1
0.295,1.018,0,1
0.318,-0.477,0,1
0.683,-0.873,-0.347,1
0.319,1.831,-0.771,1
0.161,0.714,-0.937,1
0.397,1.328,1.095,1
0.369,1.401,-0.329,1
0.598,1.787,-0.49,1
0.384,-0.41,-0.172,1
0.256,-0.547,-0.292,1
0.863,1.896,-0.536,1
0.515,1.276,1.732,1
1.707,0.381,0,1
0.807,0.84,0.58,1
-0.063,1.324,0.991,1
0.93,0.766,1.126,1
0.127,1.744,0,1
0.833,0.436,-0.162,1
0.192,0.73,1.219,1
0.441,0.923,0.602,1
0.172,0.826,-0.247,1
0.102,0.462,-0.305,1
0.722,-0.935,1.467,1
0.403,1.133,-0.724,1
0.523,0.892,-0.351,1
0.584,-0.653,-0.275,1
0.562,0.703,-0.33,1
0.182,1.308,-0.537,1
0.47,1.201,0.704,1
0.336,0.968,0.921,1
-0.235,-1.135,-0.58,1
0.357,1.343,0.75,1
0.271,1.434,0.851,1
0.554,0.99,1.002,1
0.321,2.252,2.087,1
0.513,0.979,-0.547,1
0.15,2.21,-0.693,1
0.21,1.168,1.434,1
1.702,0.712,-0.547,1
0.214,2.221,-1.086,1
0.584,1.431,-0.338,1
0.149,1.332,0.851,1
0.473,1.088,0.91,1
0.225,-0.559,0.887,1
0.624,1.287,1.331,1
0.354,1.962,0,1
-0.081,-0.581,1.145,1
0.636,1.532,0.726,1
0.779,-0.419,-0.159,1
1.205,-0.604,-0.236,1
0.653,0.868,-0.228,1
0.325,1.28,1.95,1
0.202,0.648,1.14,1
0.52,1.64,0.998,1
0.939,1.303,-0.455,1
0.226,2.022,-0.738,1
0.652,-0.463,0.681,1
0.25,2.169,0,1
0.96,1.326,0.919,1
0.331,1.493,1.117,1
0.445,1.442,0,1
0.3,2.231,-1.148,1
0.146,2.295,0,1
0.174,1.097,0.886,1
0.278,1.363,0.771,1
0.379,1.607,1.214,1
0.514,0.979,-0.547,1
0.2,2.185,-1.039,1
0.403,-0.693,0.832,1
0.543,1.553,-0.668,1
0.123,0.635,0,1
0.788,0.653,0.542,1
-0.118,0.949,0,1
0.278,1.155,-0.379,1
0.235,1.332,-0.6,1
-0.107,-1.526,0,1
0.738,-0.591,0.39,1
0.58,0.834,0.478,1
